,TranslatedIngredients
95,"cups Water,Tulsi (holy basil),/ teaspoon Black pepper powder,/ teaspoon Dry ginger powder,teaspoon Palm sugar"
96,"Carrot (Gajjar),/ cup Sweet corn,cup Whole Wheat Flour,Onion,tablespoons Del Monte Sandwich Spread,/ cup Coriander (Dhania) Leaves,/ cup Curd (Dahi / Yogurt),Whole Eggs,teaspoon Baking powder,/ teaspoon Baking soda,Green Chillies,Butter,Salt,Black pepper powder"
97,"Whole Eggs,Sunflower Oil,tablespoons Roasted Gram Dal (Pottukadalai),Dry Red Chillies,inch Ginger,cloves Garlic,tablespoon Whole Black Peppercorns,Salt"
98,"cups Fresh coconut,cup Palm jaggery,cup Poha (Flattened rice),/ cup All Purpose Flour (Maida),/ cup Sooji (Semolina/ Rava),tablespoons Milk,liter Milk,/ cup Palm jaggery"
99,"tablespoon Gingelly oil,/ teaspoon Mustard seeds,/ teaspoon Methi Seeds (Fenugreek Seeds),Asafoetida (hing),Dry Red Chillies,/ cup Pearl onions (Sambar Onions),sprig Curry leaves,Urad dal papad,cup Tamarind Water,teaspoon Sambar Powder,tablespoon Jaggery,/ teaspoon Turmeric powder (Haldi),cups Water,Salt"
100,"cup Basmati rice,Cinnamon Stick (Dalchini),Cloves (Laung),Cardamom (Elaichi) Pods/Seeds,/ cup Milk,cup Water,pinch Saffron strands,teaspoon Cumin powder (Jeera),teaspoon Sunflower Oil,Salt,/ cup Anardana Powder (Pomegranate Seed Powder),teaspoon Cashew nuts,teaspoon Badam (Almond),teaspoon Raisins,Dates,Ghee"
101,"cup Button mushrooms,cup Green peas (Matar),Sunflower Oil,/ teaspoon Cumin seeds (Jeera),/ teaspoon Mustard seeds,Asafoetida (hing),Onion,Onion,Tomato,tablespoon Ginger Garlic Paste,Green Chilli,/ teaspoon Red Chilli powder,/ teaspoon Turmeric powder (Haldi),teaspoon Coriander Powder (Dhania),/ teaspoon Garam masala powder,Water,sprig Coriander (Dhania) Leaves"
102,"/ cup Coriander (Dhania) Leaves,Green Chillies,inch Ginger,Salt,Lemon,cups Kabuli Chana (White Chickpeas),tablespoon Ghee,Onion,inch Ginger,cloves Garlic,Cinnamon Stick (Dalchini),Bay leaf (tej patta),Brown cardamom (Badi Elaichi),teaspoon Black Salt (Kala Namak),/ teaspoon Garam masala powder,teaspoon Coriander Powder (Dhania),/ teaspoon Black Salt (Kala Namak),Salt,Salt"
103,"teaspoon oil,teaspoon mustard,capsicum (yellow),capsicum (red),capsicum (green),onion,curry leaves,Salt,/ cup peanuts,tablespoon coconut,dry red chillies,cloves garlic,teaspoon cumin seeds,sprig green coriander"
104,"/ cup raw banana,/ cup suran,/ cup black gram,/ teaspoon turmeric powder,/ teaspoon red chili powder,salt,/  tsp cumin seeds,cup coconut,/ tsp whole black pepper,cloves garlic,green chili,tsp oil,/ tsp mustard"
105,"Potatoes (Aloo),grams Mozzarella cheese,teaspoon Mustard seeds,inch Ginger,Onion,Green Chillies,/ teaspoon Asafoetida (hing),/ teaspoon Turmeric powder (Haldi),Coriander (Dhania) Leaves,Sunflower Oil,cup Gram flour (besan),teaspoon Turmeric powder (Haldi),Salt"
106,"grams Paneer (Homemade Cottage Cheese),cloves Garlic,inch Ginger,Fresh Red chillies,teaspoon Red Bell pepper (Capsicum),teaspoon Cumin powder (Jeera),teaspoon Coriander Powder (Dhania),tablespoon Garam masala powder,gram Curd (Dahi / Yogurt),tablespoon Butter,Onions,tablespoons Homemade tomato puree,tablespoon Whole cashews,grams Fresh cream,tablespoon Coriander (Dhania) Leaves,tablespoon Lemon juice,/ teaspoon Turmeric powder (Haldi),tablespoon Lemon juice,/ teaspoon Turmeric powder (Haldi)"
107,"cup Whole Wheat Flour,cup Spinach Leaves (Palak),Water,Potatoes (Aloo),/ cup Paneer (Homemade Cottage Cheese),tablespoon Coriander (Dhania) Leaves,/ teaspoon Garam masala powder,Salt,/ teaspoon Cumin powder (Jeera),teaspoon Red Chilli powder,tablespoon Mixed nuts,tablespoon Raisins,Ghee"
108,"Hard taco shells,cup Hariyali Chicken Tikka,/ cup Summer Salad,Refried beans,tablespoons Nutralite Cheesy Garlic Mayo,/ cup Tomato Salsa"
109,"trumpet,/ teaspoon mustard,/ teaspoon cumin seeds,ginger,tomatoes,/ teaspoon turmeric powder,/ teaspoon red chilli powder,small Spoon coriander powder,teaspoon jaggery,tablespoon oil,salt,/ cup water,coriander leaves"
110,"cups Basmati rice,cup Button mushrooms,cup Soy Chunks (Nuggets),cup Onion,inch Ginger,/ cup Curd (Dahi / Yogurt),tablespoons Biryani Masala,cloves Garlic,teaspoon Turmeric powder (Haldi),teaspoon Garam masala powder,teaspoon Red Chilli powder,/ cup Mint Leaves (Pudina),Salt,tablespoons Ghee,Green Chillies,teaspoon Ajwain (Carom seeds),Bay leaf (tej patta),Star anise,Cardamom (Elaichi) Pods/Seeds,Cloves (Laung),inch Cinnamon Stick (Dalchini)"
111,"Carrot (Gajjar),Potatoes (Aloo),cups Cauliflower (gobi),Onion,tablespoon Ginger Garlic Paste,Salt,teaspoons Sunflower Oil,/ cup Fresh coconut,/ teaspoon Whole Black Peppercorns,Green Chillies,teaspoon Fennel seeds (Saunf),teaspoon Poppy seeds,Cashew nuts,/ inch Cinnamon Stick (Dalchini),Star anise,Cloves (Laung),Cardamom (Elaichi) Pods/Seeds,teaspoon Cumin seeds (Jeera)"
112,"grams Cabbage (Patta Gobi/ Muttaikose),teaspoon Mustard seeds,teaspoons White Urad Dal (Split),sprig Curry leaves,Green Chilli,/ cup Fresh coconut,Salt"
113,"Brinjal (Baingan / Eggplant),Tomatoes,Onions,tablespoon Ginger Garlic Paste,grams Tamarind,teaspoon Mustard seeds,tablespoon Whole Black Peppercorns,/ tablespoon Jaggery,/ teaspoon Turmeric powder (Haldi),/ teaspoon Red Chilli powder,teaspoons Sunflower Oil,Salt,Coriander (Dhania) Leaves"
114,"Iceberg lettuce,Chicken breasts,teaspoons Sunflower Oil,Salt,teaspoon Black pepper powder,teaspoons Garlic,/ cup Button mushrooms,/ cup Spring Onion (Bulb & Greens),teaspoon Chilli vinegar,teaspoon Soy sauce,teaspoon Red Chilli sauce,teaspoon Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce)"
115,"/ cup Lemon juice,grams Curd (Dahi / Yogurt),/ cup Sugar,tablespoons Fresh cream,/ teaspoon Turmeric powder (Haldi),Vanilla Extract,teaspoon Orange Zest (Rind),Orange"
116,"Whole Wheat Brown Bread,grams Paneer (Homemade Cottage Cheese),Green Bell Pepper (Capsicum),Green Chilli,teaspoon Chaat Masala Powder,/ teaspoon Black pepper powder,tablespoons Butter,Salt"
117,"grams Elephant yam (Suran/Senai/Ratalu),Onion,Green Chillies,teaspoon Ginger,teaspoon Garlic,sprig Curry leaves,/ teaspoon Cumin seeds (Jeera),/ teaspoon Turmeric powder (Haldi),teaspoon Coriander Powder (Dhania),/ teaspoon Cumin powder (Jeera),/ teaspoon Red Chilli powder,/ teaspoon Black pepper powder,/ teaspoon Garam masala powder,Salt,teaspoons Sunflower Oil"
118,"tsp coconut oil,sprig curry leaves,long garlic,inch ginger,onion,tomatoes,/ tsp turmeric powder,teaspoon garam masala powder,teaspoon red chilli powder,teaspoon coriander powder,grams chicken breast,salt,cups water"
119,"grams Bottle gourd (lauki),Onion,cloves Garlic,inch Ginger,Green Chillies,teaspoon Cumin seeds (Jeera),/ teaspoon Mustard seeds,/ teaspoon Methi Seeds (Fenugreek Seeds),/ teaspoon Turmeric powder (Haldi),teaspoon Red Chilli powder,tablespoon Coriander Powder (Dhania),cup Tamarind Water,Tomatoes,Sunflower Oil,Salt,sprig Coriander (Dhania) Leaves,tablespoons Roasted Peanuts (Moongphali),tablespoons Sesame seeds (Til seeds),tablespoons Fresh coconut"
120,"cup Arhar dal (Split Toor Dal),cups Water,teaspoon Turmeric powder (Haldi),teaspoon Ginger,Green Chillies,grams Tamarind,/ Lemon juice,tablespoon Ghee,/ teaspoon Mustard seeds,/ teaspoon Asafoetida (hing),Curry leaves,Coriander (Dhania) Leaves"
121,"Chicken breasts,tablespoon Coriander Powder (Dhania),tablespoon Red Chilli powder,teaspoon Cumin powder (Jeera),teaspoon Black pepper powder,/ teaspoon Turmeric powder (Haldi),tablespoon Ginger Garlic Paste,tablespoon Extra Virgin Olive Oil,Salt,cup Whole Wheat Flour,tablespoon Active dry yeast,/ cup Milk,tablespoon Sugar,Salt,Cucumber,Carrot (Gajjar),Tomato,/ cup Chilli vinegar,teaspoon Salt,teaspoon Sugar,cup Homemade Hummus,cup Tzatziki,Onion"
122,"cup Whole Wheat Flour,teaspoons Sunflower Oil,Salt,Ghee,grams Button mushrooms,Onion,teaspoon Cumin seeds (Jeera),teaspoon Garam masala powder,Green Chillies,/ teaspoon Turmeric powder (Haldi),Ghee"
123,"cup Chana dal (Bengal Gram Dal),grams Spinach Leaves (Palak),cups Water,teaspoon Turmeric powder (Haldi),Salt,tablespoons Ghee,/ teaspoon Asafoetida (hing),teaspoon Cumin seeds (Jeera),Dry Red Chillies,tablespoon Ginger Garlic Paste,Onion,Green Chillies,Tomato,/ teaspoon Turmeric powder (Haldi),/ teaspoon Red Chilli powder,/ teaspoon Cumin powder (Jeera),Salt"
124,"/ cup Yellow Moong Dal (Split),Cucumber,Carrot (Gajjar),/ cup Fresh coconut,tablespoon Lemon juice,Salt,teaspoon Sunflower Oil,teaspoon Mustard seeds,Green Chillies,/ teaspoon Asafoetida (hing),sprig Curry leaves,Coriander (Dhania) Leaves"
125,"cup Sooji (Semolina/ Rava),cup Curd (Dahi / Yogurt),Saffron strands,/ teaspoon Cardamom Powder (Elaichi),teaspoon Baking powder,teaspoons Caster Sugar,Cashew nuts,Raisins,teaspoons Ghee"
126,"cups Ragi Flour (Finger Millet/ Nagli),Onion,Green Chillies,Carrot (Gajjar),/ cup Dill leaves,/ cup Coriander (Dhania) Leaves,/ teaspoon Cumin seeds (Jeera),Salt,Ghee"
127,"Sweet Potatoes,Onion,/ teaspoon Rasam Powder,Turmeric powder (Haldi),Asafoetida (hing),Salt,teaspoons Sunflower Oil,teaspoon Mustard seeds,teaspoon White Urad Dal (Split),sprig Curry leaves"
128,"Oreo biscuits,/ cup Vanilla Ice cream,/ cup Milk,tablespoon Chocolate sauce,Chocolate sauce,Heavy whipping cream"
129,"Sweet corn,tablespoons Butter,tablespoon Paprika powder,tablespoon Del Monte Cheesy Garlic Mayo,/ Lemon,Coriander (Dhania) Leaves,tablespoon Parmesan cheese"
130,"cups Paneer (Homemade Cottage Cheese),Sunflower Oil,/ cup Green peas (Matar),Salt,teaspoon Sugar,/ teaspoon Red Chilli powder,/ cup Milk,teaspoon Kasuri Methi (Dried Fenugreek Leaves),Onion,Tomatoes,inch Ginger,clove Garlic,tablespoons Ghee,Dry Red Chillies,Cardamom (Elaichi) Pods/Seeds,/ inch Cinnamon Stick (Dalchini),Whole Black Peppercorns,/ teaspoon Coriander (Dhania) Seeds,/ cup Cashew nuts"
131,"eggplant,cups yogurt,green chilli,tsp cumin powder,/ tsp Kashmiri red chilli powder,/ tsp garam masala powder,onion,salt,tbsp coriander"
132,"cup Gram flour (besan),/ teaspoon Ajwain (Carom seeds),/ teaspoon Red Chilli powder,tablespoons Curd (Dahi / Yogurt),tablespoon Sunflower Oil,Salt,Green Bell Pepper (Capsicum),teaspoon Cumin seeds (Jeera),/ teaspoon Asafoetida (hing),teaspoon Turmeric powder (Haldi),/ teaspoon Red Chilli powder,teaspoon Garam masala powder,teaspoon Amchur (Dry Mango Powder),teaspoon Coriander Powder (Dhania),teaspoon Coriander Powder (Dhania),Salt,sprig Coriander (Dhania) Leaves,Sunflower Oil"
133,"grams Chicken,Sunflower Oil,tablespoons Garlic,tablespoon Ginger,Green Chillies,Onion,Green Bell Pepper (Capsicum),tablespoon Soy sauce,/ teaspoon Vinegar,/ teaspoon Black pepper powder,Salt,tablespoon Red Chilli sauce,/ teaspoon Green Chilli Sauce,tablespoon Roasted tomato pasta sauce,teaspoon Corn flour,Water,/ teaspoon Black pepper powder,/ teaspoon Soy sauce,/ teaspoon Red Chilli sauce,tablespoon Corn flour,tablespoons All Purpose Flour (Maida),Water,Salt"
134,"Aar Maach (fish),Tomato,Bay leaf (tej patta),tablespoons Ginger Garlic Paste,Green Chillies,teaspoon Cumin seeds (Jeera),teaspoon Coriander Powder (Dhania),teaspoon Red Chilli powder,/ teaspoon Turmeric powder (Haldi),Mustard oil,Salt,Water,Coriander (Dhania) Leaves"
135,"cup Green Amaranth Leaves,grams Tamarind,Onion,Tomato,cloves Garlic,teaspoon Mustard seeds,/ teaspoon Asafoetida (hing),sprig Curry leaves,teaspoons Sambar Powder,teaspoon Methi Powder (Fenugreek Powder),tablespoon Sesame (Gingelly) Oil,Salt,Salt"
136,"cup Raw Peanuts (Moongphali),tablespoons Gram flour (besan),tablespoon Rice flour,/ teaspoon Red Chilli powder,/ Coriander Powder (Dhania),pinch Chaat Masala Powder,/ cup Water,pinch Black pepper powder,teaspoon Sunflower Oil,Salt,Sunflower Oil"
137,"cup black urad dal (split),tablespoon kidney beans,tomatoes,inch ginger,tablespoon ghee,teaspoon cumin seeds,teaspoon Kashmiri red chilli powder,tablespoon coriander powder,/ teaspoon garam masala powder,salt"
138,"grams Button mushrooms,grams Spinach Leaves (Palak),Tomato,cloves Garlic,inch Ginger,Green Chillies,/ teaspoon Cumin seeds (Jeera),inch Cinnamon Stick (Dalchini),teaspoon Cumin powder (Jeera),/ teaspoon Turmeric powder (Haldi),teaspoon Garam masala powder,tablespoons Fresh cream,tablespoon Ghee,Salt"
139,"Curd Vada,cup Papdi puris,cup Sweet Chutney (Date & Tamarind),cup Green Chutney (Coriander & Mint),Chaat Masala Powder,Cumin powder (Jeera),Onions,Carrot (Gajjar),Anardana Powder (Pomegranate Seed Powder),/ cup Raw Peanuts (Moongphali),cup Boondi,sprig Coriander (Dhania) Leaves"
140,"grams Wheat Grass Powder,/ teaspoon Black pepper powder,Black Salt (Kala Namak),teaspoon Cumin powder (Jeera),Lemon"
141,"cup Kabuli Channa,oil,teaspoon cumin seeds,/ teaspoon ginger,teaspoons chana masala powder,teaspoons red chilli powder,/ teaspoon Spoon cumin powder,teaspoon Amchoor powder,/ teaspoon turmeric powder,tablespoon Coriander powder,salt"
142,"kachris,cloves garlic,dry red chillies,tablespoon cumin seeds,salt,tablespoons curd,tsp ghee"
143,"Potatoes,gms Cheese,Tomatoes,inch Ginger,Green Chillies,teaspoon Red Chilli Powder,teaspoon Coriander Powder,teaspoon Cumin Powder,Salt,oil - Green coriander"
144,"cups lentil water,cup water,long,whole black peppers,teaspoon cumin,teaspoon mustard,bay leaf,curry leaves,teaspoon Jaggery,teaspoon tamarind paste,/ teaspoon goda masala,tablespoon oil,coriander leaves,salt"
145,"cup Whole Wheat Flour,/ cup All Purpose Flour (Maida),/ cup Sooji (Semolina/ Rava),tablespoon Curd (Dahi / Yogurt),teaspoon Turmeric powder (Haldi),Salt,Sunflower Oil,Potatoes (Aloo),/ teaspoon Cumin seeds (Jeera),Onion,cloves Garlic,/ inch Ginger,Green Chillies,Curry leaves,sprig Coriander (Dhania) Leaves,teaspoon Red Chilli powder,/ teaspoon Turmeric powder (Haldi),Salt,Sunflower Oil"
146,"cabbage,cup green peas,onion,green chillies,tomato,teaspoon ginger garlic paste,/ teaspoon turmeric powder,/ teaspoon garam masala powder,/  tablespoon oil,teaspoon red chilli powder,salt,coriander leaves"
147,"grams Paneer (Homemade Cottage Cheese),pinch Asafoetida (hing),inch Cinnamon Stick (Dalchini),Bay leaves (tej patta),Cardamom (Elaichi) Pods/Seeds,/ teaspoon Ajwain (Carom seeds),teaspoon Homemade tomato puree,/ teaspoon Kashmiri Red Chilli Powder,/ teaspoon Dry ginger powder,/ cup Curd (Dahi / Yogurt),teaspoon Fennel seeds (Saunf),pinch Saffron strands,pinch Garam masala powder,Salt,sprig Coriander (Dhania) Leaves"
148,"cups Rice,tablespoons Sunflower Oil,Onion,Tomato,tablespoon Ginger Garlic Paste,/ teaspoon Red Chilli powder,/ cup Carrots (Gajjar),/ cup Green peas (Matar),/ cup Green Bell Pepper (Capsicum),/ cup Potato (Aloo),Cardamom (Elaichi) Pods/Seeds,Cloves (Laung),teaspoon Garam masala powder,Star anise,inch Cinnamon Stick (Dalchini),Coriander (Dhania) Leaves,Mint Leaves (Pudina),Salt"
149,"Water,cup curd,carrot,cucumber,salt,teaspoon oil,coriander leaves,/ teaspoon cumin seeds,Teaspoon red chilli powder,teaspoon cumin seeds,onion,green chili"
150,"teaspoons oil,teaspoon cumin seeds,cloves garlic,onions,teaspoon red chilli powder,/ teaspoon turmeric powder,/ cup coconut milk,cup vegetable Stock,tablespoons Dijon Mustard,carrots,green beans,/ cup green peas,potatoes,salt"
151,"cup Basmati rice,ml Coconut milk,teaspoon Turmeric powder (Haldi),Green beans (French Beans),cups Cauliflower (gobi),Carrots (Gajjar),cloves Garlic,Ginger,Green Chillies,Cloves (Laung),Cardamom (Elaichi) Pods/Seeds,inch Cinnamon Stick (Dalchini),Bay leaf (tej patta),Salt,tablespoons Ghee"
152,"grams small potatoes,tsp turmeric powder,cardamom,inch cinnamon,long,bay leaf,/ cup tomato puree,tsp garam masala powder,/ cup yogurt,tsp red chilli powder,tsp coriander powder,tsp sugar,salt,oil,stock green coriander,onion,inch ginger,cloves garlic,green chillies"
153,"cups Basmati rice,cups Water,Salt,/ cup Soy Chunks (Nuggets),/ cup Carrots (Gajjar),/ cup Green beans (French Beans),/ cup Green peas (Matar),/ cup Cauliflower (gobi),/ cup Green Bell Pepper (Capsicum),Potatoes (Aloo),Tomatoes,Onions,tablespoons Ginger Garlic Paste,Sunflower Oil,inch Cinnamon Stick (Dalchini),Cardamom (Elaichi) Pods/Seeds,Cloves (Laung),/ teaspoon Cumin seeds (Jeera),cups Spinach Leaves (Palak),/ cup Coriander (Dhania) Leaves,/ cup Mint Leaves (Pudina),Green Chillies,Badam (Almond),inch Cinnamon Stick (Dalchini),Cardamom (Elaichi) Pods/Seeds,Black cardamom (Badi Elaichi),Cloves (Laung),Bay leaf (tej patta),/ teaspoon Ajwain (Carom seeds),/ Mace (Javitri),/ teaspoon Turmeric powder (Haldi),teaspoon Red Chilli powder,teaspoon Coriander Powder (Dhania),teaspoon Garam masala powder,Salt,cups Onions,/ cup Coriander (Dhania) Leaves,/ cup Mint Leaves (Pudina),/ cup Milk,Saffron strands,Ghee"
154,"grams Pheni,ml Milk,/ cup Sugar,tablespoon Ghee,tablespoons Cashew nuts,tablespoons Raisins,tablespoons Almond Meal (Badam Powder)"
155,"papad,tamarind,tablespoon sambar powder,/ teaspoon turmeric powder,teaspoon horse,teaspoon mustard,/ teaspoon gram lentils,pinch Asafoetida,dry red chili,curry leaves,teaspoons sesame oil,salt"
156,"/ cup Rice,/ cup Yellow Moong Dal (Split),Carrot (Gajjar),Green beans (French Beans),teaspoon Ghee,/ teaspoon Cumin seeds (Jeera),/ teaspoon Asafoetida (hing),Salt"
157,"Potatoes (Aloo),cups Curd (Dahi / Yogurt),tablespoons Gram flour (besan),/ teaspoon Asafoetida (hing),teaspoon Cumin seeds (Jeera),sprig Curry leaves,Onion,/ teaspoon Ginger,/ teaspoon Garlic,Green Chillies,teaspoon Red Chilli powder,teaspoon Coriander Powder (Dhania),/ Turmeric powder (Haldi),Salt,tablespoons Sunflower Oil,Coriander (Dhania) Leaves"
158,"cups Brown Rice,tablespoons Garlic,Green Chilli,/ cup Carrots (Gajjar),/ cup Green beans (French Beans),/ cup Green Bell Pepper (Capsicum),Onion,/ cup Cabbage (Patta Gobi/ Muttaikose),tablespoon Roasted tomato pasta sauce,tablespoon Red Chilli sauce,teaspoon Soy sauce,/ teaspoon Ginger,tablespoons Spring Onion Greens,Salt,teaspoon Vinegar,Extra Virgin Olive Oil"
159,"cups All Purpose Flour (Maida),/ cup Cocoa Powder,teaspoons Baking powder,/ teaspoon Salt,/ cup Butter,cups Caster Sugar,teaspoon Vanilla Extract,Whole Eggs,/ cup Curd (Dahi / Yogurt),/ teaspoon Red Food Color,Chocolate ganache,tablespoons Flax seed powder (flax meal),tablespoons Chilled water"
160,"/ cup Milk,tablespoon Sooji (Semolina/ Rava),cup Milk Powder,/ cup All Purpose Flour (Maida),/ teaspoon Baking soda,tablespoon Caster Sugar,cups Sugar,cups Water,teaspoon Cardamom Powder (Elaichi),teaspoon Pistachios,Ghee"
161,"grams Tindora (Dondakaya/ Kovakkai),teaspoon Mustard seeds,/ teaspoon White Urad Dal (Split),pinch Asafoetida (hing),sprig Curry leaves,Dry Red Chilli,tablespoon Sunflower Oil,Salt,tablespoons Coriander (Dhania) Seeds,tablespoon White Urad Dal (Split),tablespoon Chana dal (Bengal Gram Dal),Dry Red Chillies,/ teaspoon Asafoetida (hing)"
162,"bay leaves,tablespoons coriander seeds,tablespoons whole pepper,tablespoons celery,tablespoons cumin seeds,cardamom,large cardamom,mace,stone flowers,star anis,/ small Spoon Nutmeg Powder,inch Cinnamon,Long"
163,"Chicken sausage,teaspoon Butter,grams Dry beans,teaspoon Extra Virgin Olive Oil,Onion,clove Garlic,grams Tomatoes,tablespoon Honey,teaspoon Cumin powder (Jeera),teaspoon Dried oregano,/ teaspoon Red Chilli powder,Salt and Pepper,cup Broccoli,cloves Garlic,teaspoon Dried Thyme Leaves,teaspoon Dried oregano,Salt,Black pepper powder"
164,"grams Boneless chicken,teaspoons Ginger Garlic Paste,teaspoons Red Chilli powder,teaspoon Coriander Powder (Dhania),/ teaspoon Turmeric powder (Haldi),/ teaspoon Black pepper powder,Green Chillies,sprig Curry leaves,Whole Egg,tablespoon Gram flour (besan),tablespoon Corn flour,Salt,Sunflower Oil"
165,"/ cup All Purpose Flour (Maida),/ cup Whole Wheat Flour,/ cup Hung Curd (Greek Yogurt),Salt,grams Chicken,cup Spinach Leaves (Palak),Onion,cloves Garlic,Tomatoes,tablespoon Cumin powder (Jeera),tablespoon Coriander Powder (Dhania),/ teaspoon Paprika powder,teaspoon Black pepper powder,sprig Mint Leaves (Pudina),sprig Spring Onion (Bulb & Greens),Salt,grams Feta Cheese"
166,"grams Vivatta Maida,grams Sugar,grams Butter (unsalted),grams Milk Powder,pinch Baking powder,/ teaspoon Vanilla Extract"
167,"Prawns,tablespoon Soy sauce,teaspoon Sesame (Gingelly) Oil,cloves Garlic,Green Chillies,tablespoons Coriander (Dhania) Leaves,/ teaspoon Whole Black Peppercorns,Lemon juice,tablespoon Sunflower Oil,Salt"
168,"cups fruit,/ cups yogurt,/ teaspoon turmeric powder,teaspoons jaggery,salt,water,/ cup coconut,green chillies,teaspoon mustard,teaspoon mustard,dry red peppers,teaspoon oil,sprig curry leaves"
169,"cup Rice,/ cup Green peas (Matar),Potatoes (Aloo),Onion,tablespoon Ginger Garlic Paste,Green Chillies,Black cardamom (Badi Elaichi),Bay leaf (tej patta),Cardamom (Elaichi) Pods/Seeds,inch Cinnamon Stick (Dalchini),Cloves (Laung),teaspoon Cumin seeds (Jeera),teaspoon Coriander Powder (Dhania),teaspoon Cumin powder (Jeera),/ teaspoon Black pepper powder,/ teaspoon Red Chilli powder,tablespoon Ghee,tablespoon Coriander (Dhania) Leaves,Salt"
