,TranslatedIngredients
147,"paneer (homemade cottage cheese),asafoetida (hing),inch cinnamon stick (dalchini),bay leaves (tej patta),cardamom (elaichi) pods/seeds,ajwain (carom seeds),homemade tomato puree,kashmiri red chilli powder,dryinger powder,curd (dahi / yogurt),fennel seeds (saunf),saffron strands,aram masala powder,salt,spricoriander (dhania) leaves"
148,"s rice,sunflower oil,onion,tomato,ingerarlic paste,red chilli powder,carrots (gajjar),reen peas (matar),reen bell pepper (capsicum),potato (aloo),cardamom (elaichi) pods/seeds,cloves (laung),aram masala powder,star anise,inch cinnamon stick (dalchini),coriander (dhania) leaves,mint leaves (pudina),salt"
149,"water,curd,carrot,cucumber,salt,oil,coriander leaves,cumin seeds,red chilli powder,cumin seeds,onion,green chili"
150,"oil,cumin seeds,clovesarlic,onions,red chilli powder,turmeric powder,coconut milk,vegetable stock,dijon mustard,carrots,green beans,reen peas,potatoes,salt"
151,"basmati rice,coconut milk,turmeric powder (haldi),green beans (french beans),s cauliflower (gobi),carrots (gajjar),clovesarlic,ginger,green chillies,cloves (laung),cardamom (elaichi) pods/seeds,inch cinnamon stick (dalchini),bay leaf (tej patta),salt,hee"
152,"small potatoes,turmeric powder,cardamom,inch cinnamon,long,bay leaf,tomato puree,aram masala powder,yogurt,red chilli powder,coriander powder,sugar,salt,oil,stockreen coriander,onion,inchinger,clovesarlic,green chillies"
153,"s basmati rice,s water,salt,soy chunks (nuggets),carrots (gajjar),reen beans (french beans),reen peas (matar),cauliflower (gobi),reen bell pepper (capsicum),potatoes (aloo),tomatoes,onions,ingerarlic paste,sunflower oil,inch cinnamon stick (dalchini),cardamom (elaichi) pods/seeds,cloves (laung),cumin seeds (jeera),s spinach leaves (palak),coriander (dhania) leaves,mint leaves (pudina),green chillies,badam (almond),inch cinnamon stick (dalchini),cardamom (elaichi) pods/seeds,black cardamom (badi elaichi),cloves (laung),bay leaf (tej patta),ajwain (carom seeds),mace (javitri),turmeric powder (haldi),red chilli powder,coriander powder (dhania),aram masala powder,salt,s onions,coriander (dhania) leaves,mint leaves (pudina),milk,saffron strands,ghee"
154,"pheni,milk,sugar,hee,cashew nuts,raisins,almond meal (badam powder)"
155,"papad,tamarind,sambar powder,turmeric powder,horse,mustard,ram lentils,asafoetida,dry red chili,curry leaves,sesame oil,salt"
156,"rice,yellow moondal (split),carrot (gajjar),green beans (french beans),hee,cumin seeds (jeera),asafoetida (hing),salt"
157,"potatoes (aloo),s curd (dahi / yogurt),ram flour (besan),asafoetida (hing),cumin seeds (jeera),spricurry leaves,onion,inger,arlic,green chillies,red chilli powder,coriander powder (dhania),turmeric powder (haldi),salt,sunflower oil,coriander (dhania) leaves"
158,"s brown rice,arlic,green chilli,carrots (gajjar),reen beans (french beans),reen bell pepper (capsicum),onion,cabbage (pattaobi/ muttaikose),roasted tomato pasta sauce,red chilli sauce,soy sauce,inger,sprinonionreens,salt,vinegar,extra virgin olive oil"
159,"s all purpose flour (maida),cocoa powder,bakinpowder,salt,butter,s caster sugar,vanilla extract,whole eggs,curd (dahi / yogurt),red food color,chocolateanache,flax seed powder (flax meal),chilled water"
160,"milk,sooji (semolina/ rava),milk powder,all purpose flour (maida),bakinsoda,caster sugar,s sugar,s water,cardamom powder (elaichi),pistachios,ghee"
161,"tindora (dondakaya/ kovakkai),mustard seeds,white urad dal (split),asafoetida (hing),spricurry leaves,dry red chilli,sunflower oil,salt,coriander (dhania) seeds,white urad dal (split),chana dal (bengalram dal),dry red chillies,asafoetida (hing)"
162,"bay leaves,coriander seeds,whole pepper,celery,cumin seeds,cardamom,large cardamom,mace,stone flowers,star anis,small spoon nutmepowder,inch cinnamon,long"
163,"chicken sausage,butter,dry beans,extra virgin olive oil,onion,clovearlic,tomatoes,honey,cumin powder (jeera),dried oregano,red chilli powder,salt and pepper,broccoli,clovesarlic,dried thyme leaves,dried oregano,salt,black pepper powder"
164,"boneless chicken,ingerarlic paste,red chilli powder,coriander powder (dhania),turmeric powder (haldi),black pepper powder,green chillies,spricurry leaves,whole egg,ram flour (besan),corn flour,salt,sunflower oil"
165,"all purpose flour (maida),whole wheat flour,huncurd (greek yogurt),salt,chicken,spinach leaves (palak),onion,clovesarlic,tomatoes,cumin powder (jeera),coriander powder (dhania),paprika powder,black pepper powder,sprimint leaves (pudina),sprisprinonion (bulb &reens),salt,feta cheese"
166,"vivatta maida,sugar,butter (unsalted),milk powder,bakinpowder,vanilla extract"
167,"prawns,soy sauce,sesame (gingelly) oil,clovesarlic,green chillies,coriander (dhania) leaves,whole black peppercorns,lemon juice,sunflower oil,salt"
168,"s fruit,s yogurt,turmeric powder,jaggery,salt,water,coconut,green chillies,mustard,mustard,dry red peppers,oil,spricurry leaves"
169,"rice,reen peas (matar),potatoes (aloo),onion,ingerarlic paste,green chillies,black cardamom (badi elaichi),bay leaf (tej patta),cardamom (elaichi) pods/seeds,inch cinnamon stick (dalchini),cloves (laung),cumin seeds (jeera),coriander powder (dhania),cumin powder (jeera),black pepper powder,red chilli powder,hee,coriander (dhania) leaves,salt"
170,"sooji (semolina/ rava),curd (dahi / yogurt),onion powder,reen bell pepper (capsicum),coriander (dhania) leaves,green chilli,black pepper powder,salt,sunflower oil"
171,"kashmiri dry red chillies,methi seeds (fenugreek seeds),garlic,shallots,cumin seeds (jeera),turmeric powder (haldi),vinegar,water,potatoes (aloo),salt,sunflower oil,mustard seeds,curry leaves,water,sugar"
172,"pointedourd (parval),to  potatoes (aloo),methi seeds (fenugreek seeds),cumin seeds (jeera),fennel seeds (saunf),cloves (laung),inch cinnamon stick (dalchini),dry red chilli,inchinger,fresh coconut,poppy seeds,red chilli powder,turmeric powder (haldi),green chillies,sugar,salt,mustard oil"
173,"potatoes (aloo),lotus stem,homemade tomato puree,cumin seeds (jeera),asafoetida (hing),coriander powder (dhania),turmeric powder (haldi),red chilli powder,aram masala powder,salt,sunflower oil,spricoriander (dhania) leaves,onions,garlic,inchinger,green chillies"
174,"whole wheat brown bread,tomatoes,cucumber,salt,black pepper powder,chaat masala powder,butter,reen chutney (coriander & mint),tomato ketchup"
175,"instant oats (oatmeal),wheat flakes (cereal),pine nuts,pumpkin seeds,dates,dried raspberries,raisins,badam (almond),walnuts,cinnamon powder (dalchini),nutmepowder,vanilla extract,sunflower oil,honey"
176,"small brinjal (baingan / eggplant),mustardreens,onion,clovesarlic,inchinger,cumin seeds (jeera),red chilli powder,coriander powder (dhania),aram masala powder,amchur (dry mango powder),salt,mustard oil"
177,"elephant yam (suran/senai/ratalu),fresh coconut,mustard seeds,curry leaves,asafoetida (hing),mustard seeds,red chilli powder,coriander powder (dhania),turmeric powder (haldi),sambar powder,salt,sunflower oil"
178,"s rice,tomatoes,onion,red chilli powder,green chilli,mint leaves (pudina),coriander (dhania) leaves,cinnamon stick (dalchini),cloves (laung),spricurry leaves,hee,salt,inchinger,to  clovesarlic,fennel seeds (saunf)"
179,"cumin seeds (jeera),cinnamon stick (dalchini),dryinger powder,turmeric powder (haldi),red chilli powder,coriander (dhania) seeds,fennel seeds (saunf),whole black peppercorns,clovesarlic,cardamom (elaichi) pods/seeds,mace (javitri),s jasmine rice,coconut milk,salt,coconut oil,onion,red bell pepper (capsicum),gawar phali (kothavarangai / cluster beans),inchinger,stalks lemongrass,clovesarlic,lemon juice,jaggery,salt,thai basil leaves"
180,"okra (okra),oil,onion,tomato,inger,garlic,cumin seeds,asafoetida,salt,of cottage cheese,coriander powder,mango powder,red chilli powder,turmeric powder,salt to taste"
181,"wood apple (bael fruit),jaggery,black salt (kala namak),cumin powder (jeera),lemon juice,mint leaves (pudina),water,ice cubes"
182,"mango (ripe),sugar,saffron strands,cinnamon powder (dalchini)"
183,"gawar phali (kothavarangai / cluster beans),inchinger,clovesarlic,green chillies,roasted peanuts (moongphali),coriander (dhania) seeds,cumin seeds (jeera),tamarind,salt,mustard seeds,white urad dal (split),asafoetida (hing)"
184,"kataifi dough,butter,sugar,rose water,s sugar,s water,lemon juice,rose water,saffron strands,paneer (homemade cottage cheese),mango pulp (puree),icinsugar,thandai masala,heavy whippincream,fresh cream,pistachios,dried rose petals"
185,"whole wheat brown bread,milk,khoya (mawa),sugar,badam (almond),ghee"
186,"brinjal (baingan / eggplant),onion,cumin seeds (jeera),mustard seeds,inchinger,clovesarlic,turmeric powder (haldi),coriander powder (dhania),red chilli powder,amchur (dry mango powder),tomato,salt,coriander (dhania) leaves,red chilli powder,mustard seeds,cumin seeds (jeera),fennel seeds (saunf),kalonji (onion nigella seeds),ajwain (carom seeds),methi seeds (fenugreek seeds),dry red chillies,sunflower oil"
187,"snakeourd (pudulangai),curd (dahi / yogurt),fresh coconut,sunflower oil,turmeric powder (haldi),salt,dry red chilli,cumin seeds (jeera),mustard seeds,sunflower oil,asafoetida (hing)"
188,"karela (bitterourd/ pavakkai),coriander powder (dhania),red chilli powder,asafoetida (hing),ram flour (besan),black salt (kala namak),sunflower oil,huncurd (greek yogurt),chaat masala powder,sweet chutney (date & tamarind),sev,aloo bhujia,dates,coriander (dhania) leaves"
189,"s potatoes (aloo),tomatoes,inger,green chillies,kasuri methi (dried fenugreek leaves),fennel seeds (saunf),cumin seeds (jeera),methi seeds (fenugreek seeds),coriander powder (dhania),red chilli powder,cumin powder (jeera),turmeric powder (haldi),aram masala powder,amchur (dry mango powder),hee,salt"
190,"moth sprouts (matki),white urad dal (split),green chillies,fennel seeds (saunf),inchinger,spinach leaves (palak),salt,turmeric powder (haldi),sunflower oil"
191,"banana flower (vazhaipoo),coconut milk,s coconut milk,rice,chana dal (bengalram dal),onion,cardamom (elaichi) pods/seeds,sugar,salt,water"
192,"whole wheat flour,salt,hee,lukewarm water,caster sugar,water,sunflower oil"
193,"s chana dal (bengalram dal),onion,clovesarlic,green chillies,ajwain (carom seeds),coriander (dhania) leaves,salt"
194,"baby potatoes,dry red chillies,sesame seeds (til seeds),cumin seeds (jeera),fennel seeds (saunf),asafoetida (hing),turmeric powder (haldi),kashmiri red chilli powder,red chilli flakes,amchur (dry mango powder),coriander (dhania) leaves,sunflower oil,salt"
195,"bhindi (lady finger/okra),pearl onions (sambar onions),fresh coconut,green chillies,spricurry leaves,mustard seeds,turmeric powder (haldi),salt,sunflower oil"
196,"kabuli chana (white chickpeas),potatoes (aloo),onion,tomato,green chilli,ingerarlic paste,red chilli powder,turmeric powder (haldi),coriander powder (dhania),aram masala powder,amchur (dry mango powder),cumin seeds (jeera),spricoriander (dhania) leaves,inchinger,sunflower oil,salt"
197,"chicken thighs,onion,clovesarlic,inchinger,tomatoes,coriander (dhania) leaves,green chillies,kasuri methi (dried fenugreek leaves),turmeric powder (haldi),kashmiri red chilli powder,aram masala powder,coriander powder (dhania),sunflower oil,salt"
198,"amla (nellikai/ooseberry),methi seeds (fenugreek seeds),mustard seeds,mustard oil,red chilli powder,asafoetida (hing),salt"
199,"brinjal,mustard,onion,clovesarlic,inchinger,cumin,red chili powder,coriander powder,aram masala powder,mango powder,salt,mustard oil"
200,"colocasia root (arbi),green chilli,cumin powder (jeera),coriander powder (dhania),red chilli powder,turmeric powder (haldi),aram masala powder,amchur (dry mango powder),salt,spricoriander (dhania) leaves,whole wheat flour,sunflower oil,salt"
201,"tomatoes,spricurry leaves,green chillies,turmeric powder,sprigreen coriander,salt,sugar"
202,"unde (bird lime),methi seeds (fenugreek seeds),sunflower oil,water,cumin seeds (jeera),asafoetida (hing),fennel seeds (saunf),mustard seeds,turmeric powder (haldi),red chilli powder,amchur (dry mango powder),coriander (dhania) leaves"
203,"jackfruit raw (kathal),onion,clovesarlic,inchinger,cumin powder (jeera),black pepper powder,cinnamon powder (dalchini),paprika powder,turmeric powder (haldi),salt,rajma (large kidney beans),onion,tomato,clovesarlic,cumin powder (jeera),red chilli powder,black pepper powder,sugar,salt,cooked rice,dried thyme leaves,paprika powder,salt,red bell pepper (capsicum),yellow bell pepper (capsicum),reen bell pepper (capsicum),onion,paprika powder,cumin powder (jeera),salt and pepper,sour cream,tomato salsa,tortillas"
204,"chana dal (bengalram dal),fresh coconut,hee,turmeric powder (haldi),salt,mustard oil,dry red chillies,cloves (laung),inch cinnamon stick (dalchini),bay leaf (tej patta),cumin seeds (jeera),green chillies,inchinger"
205,"reen beans,carrots,cabbage,potatoes,clovesarlic,inchinger,onion,s rice,make   tomato,curd,inch cinnamon,cardamom,bay leaves,turmeric powder,red chilli powder,small spoon coriander powder,salt,oil,cut  sprigs of mint - /  onion"
206,"s whole wheat flour,s all purpose flour (maida),milk,active dry yeast,honey,butter,salt,s water,raisins,chocolate chips,butter,orange zest (rind),sugar"
207,"baby corn,whole wheat bread crumbs,corn flour,extra virgin olive oil,vinegar,potato (aloo),coriander (dhania) leaves,pizza seasoning,arlic,red chilli powder,reen chilli paste,inger,salt,sunflower oil"
208,"bajra flour ( pearl millet),whole wheat flour,turmeric powder (haldi),black pepper powder,inchinger,green chilli,spricoriander (dhania) leaves,sunflower oil"
209,"cashew nuts,badam (almond),/ s sugar,water,cardamom powder (elaichi),ghee"
210,"spaghetti pasta,spinach,clovesarlic,lemon zest,salt,extra virgin olive oil,parmesan cheese"
211,"button mushrooms,potato (aloo),onion,green chilli,inchinger,salt,sunflower oil,all purpose flour (maida)"
212,"tomatoes,sprigs curry leaves,green chillies,turmeric powder (haldi),spricoriander (dhania) leaves,salt,sugar"
213,"whole wheat flour,instant oats (oatmeal),extra virgin olive oil,salt,ajwain (carom seeds),water,reen peas (matar),green chilli,spricoriander (dhania) leaves,amchur (dry mango powder),chaat masala powder,red chilli powder,salt"
214,"whole wheat brown bread,carrot (gajjar),reen peas (matar),clovesarlic,green chillies,black pepper powder,chaat masala powder,cheese,salt"
215,"small onions,red chili powder,turmeric powder,mango powder,coriander powder,salt,clovesarlic,inchinger,spricoriander"
216,"pani puris,potato (aloo),reen moonsprouts,salt,cumin powder (jeera),chaat masala powder,red chilli powder,mango (raw),mint leaves (pudina),cumin powder (jeera),black salt (kala namak),black pepper powder,sugar"
217,"quinoa,s water,extra virgin olive oil,mustard seeds,cumin seeds (jeera),white urad dal (split),chana dal (bengalram dal),curry leaves,green chillies,shallot,tomato,carrot (gajjar),del monte whole corn kernels,reen peas (matar),green beans (french beans),coriander powder (dhania),aram masala powder,salt,coriander (dhania) leaves"
218,"apricots,whole wheat flour,brown sugar (demerara sugar),butter (unsalted),cinnamon powder (dalchini),sugar,pecans,whole wheat flour,butter (unsalted),cocoa powder,dark chocolate,brown sugar (demerara sugar),coffee decoction,whole eggs,vanilla extract,sour cream,bakinpowder,bakinsoda"
219,"basella (malabar spinach),red chilli powder,turmeric powder (haldi),salt,ram flour (besan),corn flour,cumin seeds (jeera),enos fruit salt,red chilli powder,sunflower oil,water,sunflower oil,tomato ketchup"
220,"fresh figs,lemon juice,lemon zest,red chilli flakes,honey,brown sugar (demerara sugar)"
222,"aam papad (sun dried mango),mint leaves (pudina),coriander (dhania) leaves,green chillies,sugar,salt,hot water"
223,"carrots (gajjar),to reen beans (french beans),cauliflower (gobi),potatoes (aloo),tofu,onions,green chillies,ingerarlic paste,turmeric powder (haldi),red chilli powder,cardamom (elaichi) pods/seeds,black cardamom (badi elaichi),cloves (laung),inchinger,coconut yogurt,coconut milk,mint leaves (pudina),saffron strands,edible silver foil/leaf (chandi ka vark),pineapple,raisins,cashew nuts,badam (almond),pistachios,aram masala powder,coconut oil,poppy seeds,cashew nuts,badam (almond)"
224,"s broken wheat (dalia/odumai rava),bajra (seeds),jowar seeds,chana dal (bengalram dal),masoor dal (whole),rice,clovesarlic,inchinger,green chilli,sprigs curry leaves,coriander (dhania) leaves,cumin powder (jeera),red chilli powder,turmeric powder (haldi),aram masala powder,asafoetida (hing),sunflower oil,onions,lemon juice,salt"
