,TranslatedIngredients
70,"8 Mooli/ Mullangi (Radish) - purple one,2 cups Water,1/4 teaspoon Garam masala powder,1/2 teaspoon Salt,1/2 teaspoon Black pepper powder,Mooli/ Mullangi (Radish) - slices,Coriander (Dhania) Leaves - as required for garnish (chopped)"
71,"1-1/2 cups Vivatta Maida,3/4 cup Mango Pulp (Puree),1-1/2 teaspoons Baking powder,1/4 teaspoon Baking soda,1/4 cup Sunflower Oil,1/4 cup Sugar,1/4 teaspoon Salt,1 teaspoon Vanilla Extract,150 grams Dark chocolate - chopped,1/4 cup Fresh cream,2 tablespoons Cocoa Powder,3 Sugar - powdered"
72,"1 cup All Purpose Flour (Maida),2 tablespoons Sunflower Oil,1/2 teaspoons Ajwain (Carom seeds),Salt - to taste,Sunflower Oil - as required for frying,1 cup Green peas (Matar),1 cup Paneer (Homemade Cottage Cheese) - crumbled,1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1 teaspoon Amchur (Dry Mango Powder),1/2 teaspoon Turmeric powder (Haldi),2 teaspoons Sunflower Oil,Salt and Pepper - to taste,1 cup Onion - chopped,1 cup Homemade tomato puree,1 teaspoon Ginger Garlic Paste,12 Whole cashews,1/2 cup Curd (Dahi / Yogurt),2 Cloves (Laung),1 Mace (Javitri),2 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Garam masala powder,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Kasuri Methi (Dried Fenugreek Leaves),1/2 teaspoon Sugar,Salt - to taste,Coriander (Dhania) Leaves - as required,Fresh cream - as required for garnishing,2 tablespoons Sunflower Oil"
73,"3 Green zucchini - thinly sliced,Salt - to taste,Extra Virgin Olive Oil - for cooking,1/2 cup Mozzarella cheese - grated,1-1/2 Green zucchini - finely chopped,1 Red Bell pepper (Capsicum) - finely chopped,1 Onion - finely  chopped,4 cloves Garlic - finely diced,1 teaspoon Dried Thyme Leaves,1 teaspoon Rosemary,1 teaspoon Red Chilli flakes,Salt - to taste,500 grams Tomatoes,1 Onion - finely chopped,8 cloves Garlic - finely chopped,2 teaspoons Black pepper corns - crushed,2 teaspoon Red Chilli flakes,1 teaspoon Sugar,1/4 cup Basil leaves - chopped,Salt - to taste"
74,"1 cup Fresh coconut - grated,2-1/2 cups Cooked rice,1 teaspoon Mustard seeds,2 teaspoons White Urad Dal (Split),2 teaspoons Chana dal (Bengal Gram Dal),1 Raw Peanuts (Moongphali) - fistful,1 sprig Curry leaves,3 or 4 Green Chillies - finely chopped,1 teaspoon Ginger - grated,1 + 1 tablespoon Coconut Oil,Salt - to taste"
75,"5 Hog Plum (Amtekai) - (Ambade),3/4 cup Fresh coconut - grated,1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Coriander (Dhania) Seeds,1 teaspoon Black Urad Dal (Split),1 teaspoon Rice - (raw rice),1/4 teaspoon Methi Seeds (Fenugreek Seeds),6 Whole Black Peppercorns,4 Dry Red Chilli,2 tablespoons Jaggery,1 pinch Asafoetida (hing),1 Karela (Bitter Gourd/ Pavakkai) - (Small),Salt - to taste,2 teaspoons Sunflower Oil,2 teaspoons Sunflower Oil,1/2 teaspoon Mustard seeds,1 pinch Asafoetida (hing)"
76,"2 cups Cauliflower (gobi),4 Garlic - sliced,2 teaspoon Cumin seeds (Jeera) - roasted and crushed,1 teaspoon Coriander Powder (Dhania),2 teaspoon Black pepper powder - or red chilli powder,3 tablespoon Extra Virgin Olive Oil,1/4 cup Anardana Powder (Pomegranate Seed Powder),2 tablespoons Pomegranate molasses - orhoney (optional but recommended),Fresh Herbs - Handful of herbs of choice like basil,Salt - to taste"
77,"325 ml Lukewarm Water,14 grams Active dry yeast,2 tablespoons Sugar,30 grams Milk Powder,500 grams Vivatta Maida - or half of bread flour,1 tablespoon Salt - or to taste,3 tablespoons Butter (unsalted),Egg white - for brushing (or milk)"
78,"2 cups Basmati rice - cooked,1 Yellow Bell Pepper (Capsicum),1 Red Bell pepper (Capsicum),1 Green Bell Pepper (Capsicum),2 Green Chillies - finely chopped,2 inch Ginger - grated,2 teaspoon Butter,2 teaspoon Sesame seeds (Til seeds) - mixed black and white,Salt - to taste"
79,"1/2 cup Poha (Flattened rice),2 tablespoons Rice flour,2 1/2 liter Milk,1 cup Nolen Gur - or brown sugar,2 Cardamom (Elaichi) Pods/Seeds,8-10 Mixed nuts - almonds/cashews,1 tablespoon Raisins,1 pinch Saffron strands - and a little more for garnish,pinch Salt"
80,"2 cups Fresh cream,1 cup Water"
81,"1 cup Rice flour,Salt - to taste,Sunflower Oil - for cooking,1 Bok Choy - sliced,1 Carrot (Gajjar) - thinly sliced,1/2 cup Cabbage (Patta Gobi/ Muttaikose),1/2 cup Button mushrooms - quartered,2 tablespoons Corn flour,1 tablespoon Dark soy sauce,1 tablespoon Bean Paste,1 teaspoon Red Chilli sauce,1 teaspoon Sugar,Sunflower Oil - for cooking,Salt - to taste"
82,"1-1/2 cups Curd (Dahi / Yogurt) - thick,1/2 cup Fresh coconut,1 cup Vellai Poosanikai (Ash gourd/White Pumpkin) - cubed,4 Green Chillies,1/4 teaspoon Black pepper powder,1/3 cup Water,1/4 teaspoon Turmeric powder (Haldi),Salt - as per your taste,1 teaspoon Coconut Oil,1/4 teaspoon Mustard seeds,1/4 teaspoon Methi Seeds (Fenugreek Seeds),1 sprig Curry leaves,1 Dry Red Chilli"
83,"1/2 cup green peas - make paste, 1 cup cheese - crumble, cut 1 inch ginger - 1 green chili - chopped, 1 tsp turmeric powder, 2 tsp red chili powder, 1 tsp mango powder Powder, 1 tsp coriander powder, salt - according to taste, 1 cup wheat flour, salt - according to taste, oil - according to use, water - lukewarm"
84,"250 grams Elephant yam, 1/2 green chilli, 1 inch ginger, 3 tablespoons coriander - chopped, salt - as per taste, 1 cup curd, 1 teaspoon oil, asafetida - a pinch, 1-1 / 2 teaspoon Rye, 1-1 / 2 teaspoon Kali Urad Dal (Split)"
85,"200 grams rice noodles, 1/2 cup baby corn - cut, 1/4 cup capsicum (red) - cut, 1/4 cup capsicum (yellow) - cut, 1/4 cup capsicum (green) - cut, 1/4 cup Thai Basil leaves - cut, 1/3 cup green onions, 6 cloves garlic - finely chopped, 1 inch ginger - finely chopped, 1/2 tbsp brown sugar, 1/2 Tbsp honey, 1 tbsp soy sauce, 1 tbsp fish sauce, 1 tbsp Sriracha sauce"
86,"200 grams Shrimps - or prawns,1-1/2 cups Basmati rice,4-5 Shallots,1 tablespoon Ginger - paste,1 tablespoon Garlic - paste,3 tablespoons Fresh coconut - grated,1 teaspoon Green Chilli - paste,1/2 cup Hung Curd (Greek Yogurt),2 sprig Curry leaves,1 cup Sunflower Oil,2 tablespoons Ghee,1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,5-6 Whole Black Peppercorns,4 Cardamom (Elaichi) Pods/Seeds,2 Black cardamom (Badi Elaichi),1 inch Cinnamon Stick (Dalchini),2 Bay leaves (tej patta),2-3 Dry Red Chilli,1/2 teaspoon Cumin seeds (Jeera)"
87,"1 cup Walnuts,1 cup Dried Figs,1/3 cup Flax seeds,1/3 cup Honey,1/2 cup Roasted Peanuts (Moongphali),1 teaspoon Cinnamon Powder (Dalchini)"
88,"500 gram Chicken - cut into pieces,2 teaspoon Ginger - paste,1 teaspoon Garlic - paste,2 tablespoon Fresh cream,1 tablespoon Badam (Almond) - paste,1/2 teaspoon Lemon juice,1/4 teaspoon Black pepper powder,Salt - to taste,1 Onion - sliced,1/2 cup Fresh cream,1 cup Milk,2 Cardamom Powder (Elaichi),1 inch Cinnamon Stick (Dalchini),2 Bay leaf (tej patta),2 teaspoon Kasuri Methi (Dried Fenugreek Leaves),4 teaspoon Ghee"
89,"1/2 cup Sooji (Semolina/ Rava),1/2 teaspoon Ghee - for roasting the rava,3 cups Milk,3/4 cup Sugar,5 Saffron strands - (lightly powdered using mortar and pestle),1 Cardamom (Elaichi) Pods/Seeds - crushed (optional),1 teaspoon Ghee,5 Cashew nuts,5 Raisins,1 Mixed dry fruits - chopped"
90,"1 Chicken breasts - cut into cubes,1 Red Bell pepper (Capsicum) - cut into squares,1 Onion - cut into chunks,1 Lemon juice,1 teaspoon Dried Thyme Leaves,1 teaspoon Red Chilli flakes,1 teaspoon Black pepper powder,2 tablespoon Extra Virgin Olive Oil,Salt - to taste"
91,"1 cup rice, 2 cups water, 1 tsp ghee, 1 cardamom, 2 long, 1 star anise, 1/2 inch cinnamon, 2 whole black pepper, salt - as per taste, 1 bay leaf, 1/4 cup onion - bottom Take, 1 sprig of green coriander, 1 sprig of mint, 200 grams of cottage cheese - cut into 1/2 inch cube, 2 tomatoes, 2 tablespoons cream, 1 onion - chop, 1 inch ginger, 3 cloves garlic, 1 green chili , 1 tsp cardamom powder, 1/2 tsp cumin powder, 1/2 tsp garam masala powder, 1/2 tsp red chilli powder, 1 tsp kasoori methi, 1 tsp honey, salt - oil, as per taste - As per use, 1 tbsp cashews - for garnish"
92,"150 grams Goond (Edible Gum),350 grams Ghee,400 grams Whole Wheat Flour,400 grams Sugar - powdered,50 grams Dry coconut (kopra),50 grams Badam (Almond) - chopped,50 grams Cashew nuts - chopped"
93,"1 cup Sooji (Semolina/ Rava),3 tablespoons All Purpose Flour (Maida),1 cup Milk - +1/3 cup extra,1 cup Sugar,3/4 cup Ghee"
94,"2-1 / 2 cups coconut milk, 1 cup water, 1/4 cup roasted chana lentils, 6 green chillies - do more or less as you wish, 1 teaspoon oil, 1/2 teaspoon mustard, 1/4 small Spoon turmeric powder, 1/2 teaspoon cumin seeds, curry leaves - little, salt - as per taste, coriander leaves - little"
95,"2 cups Water,1 Tulsi (holy basil),1/2 teaspoon Black pepper powder,1/2 teaspoon Dry ginger powder,1 teaspoon Palm sugar - (Panakalkandu)"
96,"2 Carrot (Gajjar) - peeled and grated,3/4 cup Sweet corn - blanched,1 cup Whole Wheat Flour,1 Onion - finely chopped,5 tablespoons Del Monte Sandwich Spread,1/4 cup Coriander (Dhania) Leaves - finely chopped,1/3 cup Curd (Dahi / Yogurt) - whisked,3 Whole Eggs,1 teaspoon Baking powder,1/4 teaspoon Baking soda,1 Green Chillies - finely chopped,Butter - as required,Salt - to taste,Black pepper powder - to taste"
97,"2 Whole Eggs,Sunflower Oil - for frying,3 tablespoons Roasted Gram Dal (Pottukadalai),2 Dry Red Chillies,1 inch Ginger - chopped,4 cloves Garlic,1 tablespoon Whole Black Peppercorns,Salt - to taste"
98,"2 cups Fresh coconut - grated,1 cup Palm jaggery - use date palm jaggery,1 cup Poha (Flattened rice),1/2 cup All Purpose Flour (Maida),1/4 cup Sooji (Semolina/ Rava),4 tablespoons Milk - warm,1 liter Milk,3/4 cup Palm jaggery - use date palm jaggery"
99,"1 tablespoon Gingelly oil,1/4 teaspoon Mustard seeds,1/4 teaspoon Methi Seeds (Fenugreek Seeds),Asafoetida (hing) - a pinch,3 Dry Red Chillies,1/2 cup Pearl onions (Sambar Onions) - halved,1 sprig Curry leaves,3 Urad dal papad - broken in to quarters,1 cup Tamarind Water,1 teaspoon Sambar Powder,1 tablespoon Jaggery,1/4 teaspoon Turmeric powder (Haldi),3 cups Water,Salt - as needed"
100,"1 cup Basmati rice - soaked for 1/2 hour,3 Cinnamon Stick (Dalchini),2 Cloves (Laung),1 Cardamom (Elaichi) Pods/Seeds,3/4 cup Milk - (adjust),1-1/2 cup Water,1 pinch Saffron strands,1 teaspoon Cumin powder (Jeera) - roasted,1 teaspoon Sunflower Oil,Salt - to taste,1/2 cup Anardana Powder (Pomegranate Seed Powder) - cleaned,2 teaspoon Cashew nuts,3 teaspoon Badam (Almond),2-5 teaspoon Raisins - optional,4 Dates - pitted and sliced,Ghee - as required"
101,"1 cup Button mushrooms - chopped,1 cup Green peas (Matar) - boiled,Sunflower Oil - as required,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Mustard seeds,Asafoetida (hing) - a pinch,1 Onion - chopped,1 Onion - paste,1 Tomato - paste,1 tablespoon Ginger Garlic Paste,1 Green Chilli - chopped,1/2 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/4 teaspoon Garam masala powder,Water - as required,2 sprig Coriander (Dhania) Leaves - chopped"
102,"1/2 cup Coriander (Dhania) Leaves - chopped,4 Green Chillies,1 inch Ginger,Salt - to taste,1 Lemon - juice extracted,2 cups Kabuli Chana (White Chickpeas) - soaked overnight,1 tablespoon Ghee,1 Onion - finely chopped,1 inch Ginger - finely chopped,3 cloves Garlic - finely chopped,1 Cinnamon Stick (Dalchini),1 Bay leaf (tej patta),1 Brown cardamom (Badi Elaichi),1 teaspoon Black Salt (Kala Namak),1/4 teaspoon Garam masala powder,1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Black Salt (Kala Namak),Salt - to taste,Salt - to taste"
103,"1 teaspoon oil, 1 teaspoon mustard, 1 capsicum (yellow) - cut, 1 capsicum (red) - cut, 1 capsicum (green) - cut, 1 onion - cut, curry leaves - little , Salt - as per taste, 1/2 cup peanuts - roast, 1 tablespoon coconut, 4 dry red chillies, 3 cloves garlic - unpeeled, 1 teaspoon cumin seeds, 4 sprig green coriander - chopped"
104,"1/2 cup raw banana - chopped, 1/2 cup suran - chopped, 1/2 cup black gram, 1/2 teaspoon turmeric powder, 1/2 teaspoon red chili powder, salt - as per taste, 1/2 2 tsp cumin seeds, 1 cup coconut - grated, 1/4 tsp whole black pepper, 3 cloves garlic, 1 green chili, 1 tsp oil, 1/2 tsp mustard"
105,"4 Potatoes (Aloo) - boiled and mashed,50 grams Mozzarella cheese - cut into 1/2 inch pieces,1 teaspoon Mustard seeds,1 inch Ginger - grated,1 Onion - finely chopped,2 Green Chillies - chopped,1/4 teaspoon Asafoetida (hing),1/2 teaspoon Turmeric powder (Haldi),Coriander (Dhania) Leaves - small bunch,Sunflower Oil - as needed,1 cup Gram flour (besan),1 teaspoon Turmeric powder (Haldi),Salt - to taste"
106,"400 grams Paneer (Homemade Cottage Cheese),3 cloves Garlic - chopped,2 inch Ginger - chooped,2 Fresh Red chillies - chopped,1 teaspoon Red Bell pepper (Capsicum) - chopped,1 teaspoon Cumin powder (Jeera),2 teaspoon Coriander Powder (Dhania),1 tablespoon Garam masala powder,100 gram Curd (Dahi / Yogurt),1 tablespoon Butter,2 Onions - sliced,2 tablespoons Homemade tomato puree,2 tablespoon Whole cashews - or almonds (paste),50 grams Fresh cream,1 tablespoon Coriander (Dhania) Leaves - to garnish,1 tablespoon Lemon juice,1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Lemon juice,1/4 teaspoon Turmeric powder (Haldi)"
107,"1 cup Whole Wheat Flour,1 cup Spinach Leaves (Palak) - pureed,Water - as required to make pliable dough,3 Potatoes (Aloo) - boiled and mashed,1/2 cup Paneer (Homemade Cottage Cheese) - crumbled/grated,1 tablespoon Coriander (Dhania) Leaves,1/2 teaspoon Garam masala powder,Salt - to taste,1/2 teaspoon Cumin powder (Jeera),1 teaspoon Red Chilli powder - or 2 chopped green chillies,1-1/2 tablespoon Mixed nuts - chopped,1 tablespoon Raisins,Ghee - to smear"
108,"4 Hard taco shells,1 cup Hariyali Chicken Tikka,1/2 cup Summer Salad,Refried beans,2 tablespoons Nutralite Cheesy Garlic Mayo,1/4 cup Tomato Salsa"
109,"2 trumpet - peel and chop, 1/2 teaspoon mustard, 1/2 teaspoon cumin seeds, 1 ginger, 2 tomatoes - make puree, 1/2 teaspoon turmeric powder, 1/2 teaspoon red chilli powder, 1 small Spoon coriander powder, 1 teaspoon jaggery, 1 tablespoon oil, salt - as per taste, 1/4 cup water, coriander leaves - as per use"
110,"1-1/2 cups Basmati rice - parboiled with spices infused water (Spices include Cinnamon,1 cup Button mushrooms - cut into quarters,1 cup Soy Chunks (Nuggets) - soaked in hot water,1 cup Onion - sliced,1 inch Ginger,1/2 cup Curd (Dahi / Yogurt),2 tablespoons Biryani Masala,3 cloves Garlic,1 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,2 teaspoon Red Chilli powder,1/4 cup Mint Leaves (Pudina) - finely chopped,Salt - to taste,2 tablespoons Ghee,1 Green Chillies - chopped,1 teaspoon Ajwain (Carom seeds),1 Bay leaf (tej patta),1 Star anise,1 Cardamom (Elaichi) Pods/Seeds,2 Cloves (Laung),1 inch Cinnamon Stick (Dalchini)"
111,"1 Carrot (Gajjar) - chopped,7 Potatoes (Aloo) - chopped,2 cups Cauliflower (gobi) - cut to small florets,1 Onion - chopped,1 tablespoon Ginger Garlic Paste,Salt - to taste,2 teaspoons Sunflower Oil,1/2 cup Fresh coconut - grated,1/2 teaspoon Whole Black Peppercorns,2 Green Chillies,1 teaspoon Fennel seeds (Saunf),1 teaspoon Poppy seeds,6 Cashew nuts,1/2 inch Cinnamon Stick (Dalchini),1 Star anise,3 Cloves (Laung),2 Cardamom (Elaichi) Pods/Seeds,1 teaspoon Cumin seeds (Jeera)"
112,"500 grams Cabbage (Patta Gobi/ Muttaikose) - roughly chopped or sliced thin,1 teaspoon Mustard seeds,1-1/2 teaspoons White Urad Dal (Split),1 sprig Curry leaves - finely chopped,1 Green Chilli - slit,1/4 cup Fresh coconut - grated,Salt - to taste"
113,"1 Brinjal (Baingan / Eggplant) - cut into big pieces,4 Tomatoes,2 Onions - roughly chopped,1 tablespoon Ginger Garlic Paste,20 grams Tamarind - soaked in hot water,1 teaspoon Mustard seeds,1 tablespoon Whole Black Peppercorns,1/2 tablespoon Jaggery - powdered,1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Red Chilli powder,2 teaspoons Sunflower Oil,Salt - as per your taste,Coriander (Dhania) Leaves - for garnish"
114,"1 Iceberg lettuce,1 Chicken breasts - cut into 1 cm cubes,2 teaspoons Sunflower Oil,Salt - to taste,1 teaspoon Black pepper powder,2 teaspoons Garlic - finely chopped,1/4 cup Button mushrooms - finely chopped,1/4 cup Spring Onion (Bulb & Greens) - finely chopped,1 teaspoon Chilli vinegar,1 teaspoon Soy sauce,1 teaspoon Red Chilli sauce,1 teaspoon Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce)"
115,"1/4 cup Lemon juice,500 grams Curd (Dahi / Yogurt),1/4 cup Sugar - powdered,2 tablespoons Fresh cream,1/8 teaspoon Turmeric powder (Haldi),Vanilla Extract - few drops,1 teaspoon Orange Zest (Rind),Orange - two wedges"
116,"8 Whole Wheat Brown Bread,200 grams Paneer (Homemade Cottage Cheese) - grated,1 Green Bell Pepper (Capsicum) - finely chopped,1 Green Chilli - finely chopped,1 teaspoon Chaat Masala Powder,1/2 teaspoon Black pepper powder,2 tablespoons Butter,Salt - to taste"
117,"250 grams Elephant yam (Suran/Senai/Ratalu) - sliced into 1 inch square pieces,1 Onion - sliced,2 Green Chillies - slit,1 teaspoon Ginger - finely chopped,1 teaspoon Garlic - finely chopped,1 sprig Curry leaves,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Cumin powder (Jeera),1/2 teaspoon Red Chilli powder,1/2 teaspoon Black pepper powder,1/2 teaspoon Garam masala powder,Salt - to taste,2 teaspoons Sunflower Oil"
118,"1 tsp coconut oil, 1 sprig curry leaves, 4 long garlic - finely chopped, 1 inch ginger - finely chopped, 1 onion - finely chopped, 2 tomatoes - finely chopped, 1/2 tsp turmeric powder, 1 teaspoon garam masala powder, 1 teaspoon red chilli powder, 1 teaspoon coriander powder, 300 grams chicken breast - cut, salt - as per taste, 2 cups water"
119,"500 grams Bottle gourd (lauki) - Cut into 1/2 inch discs,1 Onion - finely chopped,6 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,4 Green Chillies - slit,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Mustard seeds,1/4 teaspoon Methi Seeds (Fenugreek Seeds),1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 tablespoon Coriander Powder (Dhania),1 cup Tamarind Water,2 Tomatoes - made into a puree,Sunflower Oil - to cook,Salt - to taste,3 sprig Coriander (Dhania) Leaves - chopped,2 tablespoons Roasted Peanuts (Moongphali),2 tablespoons Sesame seeds (Til seeds),3 tablespoons Fresh coconut - grated"
120,"1 cup Arhar dal (Split Toor Dal),5 cups Water,1 teaspoon Turmeric powder (Haldi),1 teaspoon Ginger - finely grated,5 Green Chillies - slit (adjust),30 grams Tamarind,1/2 Lemon juice,1 tablespoon Ghee,1/2 teaspoon Mustard seeds,1/4 teaspoon Asafoetida (hing),Curry leaves - Handful,Coriander (Dhania) Leaves - Handful"
121,"1 Chicken breasts - cut into thin strips,2 tablespoon Coriander Powder (Dhania),2 tablespoon Red Chilli powder,1 teaspoon Cumin powder (Jeera),1 teaspoon Black pepper powder,1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Ginger Garlic Paste,2 tablespoon Extra Virgin Olive Oil,Salt - to taste,2 cup Whole Wheat Flour,1 tablespoon Active dry yeast,1/2 cup Milk,1 tablespoon Sugar,Salt - to taste,1 Cucumber - cut into julienne,1 Carrot (Gajjar) - cut into julienne,1 Tomato - pulp removed and julienned,1/4 cup Chilli vinegar,1 teaspoon Salt,1 teaspoon Sugar,1 cup Homemade Hummus,1 cup Tzatziki,1 Onion - chopped"
122,"1 cup Whole Wheat Flour,2 teaspoons Sunflower Oil,Salt - to taste,Ghee - to cook parathas,250 grams Button mushrooms - chopped,1 Onion - finely chopped,1 teaspoon Cumin seeds (Jeera),1 teaspoon Garam masala powder,2 Green Chillies - finely chopped,1/4 teaspoon Turmeric powder (Haldi),Ghee - or oil for cooking"
123,"1 cup Chana dal (Bengal Gram Dal) - soaked in water for about 20 minutes,200 grams Spinach Leaves (Palak) - washed and chopped,3 cups Water,1 teaspoon Turmeric powder (Haldi),Salt - to taste,2 tablespoons Ghee,1/4 teaspoon Asafoetida (hing),1 teaspoon Cumin seeds (Jeera),2 Dry Red Chillies,1 tablespoon Ginger Garlic Paste,1 Onion - chopped,2 Green Chillies - chopped,1 Tomato - chopped,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1/2 teaspoon Cumin powder (Jeera),Salt - to taste"
