,TranslatedIngredients
148,"rice,sunfloweroil,onion,tomato,ingerarlicpaste,redchillipowder,carrotsgajjar,reenpeasmatar,reenbellpeppercapsicum,potatoaloo,cardamomelaichipodsseeds,cloveslaung,arammasalapowder,staranise,inchcinnamonstickdalchini,corianderdhanialeaves,mintleavespudina,salt"
149,"water,curd,carrot,cucumber,salt,oil,corianderleaves,cuminseeds,redchillipowder,cuminseeds,onion,greenchili"
150,"oil,cuminseeds,clovesarlic,onions,redchillipowder,turmericpowder,coconutmilk,vegetablestock,dijonmustard,carrots,greenbeans,reenpeas,potatoes,salt"
151,"basmatirice,coconutmilk,turmericpowderhaldi,greenbeansfrenchbeans,cauliflowergobi,carrotsgajjar,clovesarlic,ginger,greenchillies,cloveslaung,cardamomelaichipodsseeds,inchcinnamonstickdalchini,bayleaftejpatta,salt,hee"
152,"smallpotatoes,turmericpowder,cardamom,inchcinnamon,long,bayleaf,tomatopuree,arammasalapowder,yogurt,redchillipowder,corianderpowder,sugar,salt,oil,stockreencoriander,onion,inchinger,clovesarlic,greenchillies"
153,"basmatirice,water,salt,soychunksnuggets,carrotsgajjar,reenbeansfrenchbeans,reenpeasmatar,cauliflowergobi,reenbellpeppercapsicum,potatoesaloo,tomatoes,onions,ingerarlicpaste,sunfloweroil,inchcinnamonstickdalchini,cardamomelaichipodsseeds,cloveslaung,cuminseedsjeera,spinachleavespalak,corianderdhanialeaves,mintleavespudina,greenchillies,badamalmond,inchcinnamonstickdalchini,cardamomelaichipodsseeds,blackcardamombadielaichi,cloveslaung,bayleaftejpatta,ajwaincaromseeds,macejavitri,turmericpowderhaldi,redchillipowder,corianderpowderdhania,arammasalapowder,salt,onions,corianderdhanialeaves,mintleavespudina,milk,saffronstrands,ghee"
154,"pheni,milk,sugar,hee,cashewnuts,raisins,almondmealbadampowder"
155,"papad,tamarind,sambarpowder,turmericpowder,horse,mustard,ramlentils,asafoetida,dryredchili,curryleaves,sesameoil,salt"
156,"rice,yellowmoondal,carrotgajjar,greenbeansfrenchbeans,hee,cuminseedsjeera,asafoetidahing,salt"
157,"potatoesaloo,curddahiyogurt,ramflourbesan,asafoetidahing,cuminseedsjeera,spricurryleaves,onion,inger,arlic,greenchillies,redchillipowder,corianderpowderdhania,turmericpowderhaldi,salt,sunfloweroil,corianderdhanialeaves"
158,"brownrice,arlic,greenchilli,carrotsgajjar,reenbeansfrenchbeans,reenbellpeppercapsicum,onion,cabbagepattaobimuttaikose,roastedtomatopastasauce,redchillisauce,soysauce,inger,sprinonionreens,salt,vinegar,extravirginoliveoil"
159,"purposeflourmaida,cocoapowder,bakinpowder,salt,butter,castersugar,vanillaextract,wholeeggs,curddahiyogurt,redfoodcolor,chocolateanache,flaxseedpowderflaxmeal,chilledwater"
160,"milk,soojisemolinarava,milkpowder,purposeflourmaida,bakinsoda,castersugar,sugar,water,cardamompowderelaichi,pistachios,ghee"
161,"tindoradondakayakovakkai,mustardseeds,whiteuraddal,asafoetidahing,spricurryleaves,dryredchilli,sunfloweroil,salt,corianderdhaniaseeds,whiteuraddal,chanadalbengalramdal,dryredchillies,asafoetidahing"
162,"bayleaves,corianderseeds,wholepepper,celery,cuminseeds,cardamom,largecardamom,mace,stoneflowers,staranis,smallspoonnutmepowder,inchcinnamon,long"
163,"chickensausage,butter,drybeans,extravirginoliveoil,onion,clovearlic,tomatoes,honey,cuminpowderjeera,driedoregano,redchillipowder,saltpepper,broccoli,clovesarlic,driedthymeleaves,driedoregano,salt,blackpepperpowder"
164,"bonelesschicken,ingerarlicpaste,redchillipowder,corianderpowderdhania,turmericpowderhaldi,blackpepperpowder,greenchillies,spricurryleaves,wholeegg,ramflourbesan,cornflour,salt,sunfloweroil"
165,"purposeflourmaida,wholewheatflour,huncurdgreekyogurt,salt,chicken,spinachleavespalak,onion,clovesarlic,tomatoes,cuminpowderjeera,corianderpowderdhania,paprikapowder,blackpepperpowder,sprimintleavespudina,sprisprinonionbulbreens,salt,fetacheese"
166,"vivattamaida,sugar,butter,milkpowder,bakinpowder,vanillaextract"
167,"prawns,soysauce,sesamegingellyoil,clovesarlic,greenchillies,corianderdhanialeaves,wholeblackpeppercorns,lemonjuice,sunfloweroil,salt"
168,"fruit,yogurt,turmericpowder,jaggery,salt,water,coconut,greenchillies,mustard,mustard,dryredpeppers,oil,spricurryleaves"
169,"rice,reenpeasmatar,potatoesaloo,onion,ingerarlicpaste,greenchillies,blackcardamombadielaichi,bayleaftejpatta,cardamomelaichipodsseeds,inchcinnamonstickdalchini,cloveslaung,cuminseedsjeera,corianderpowderdhania,cuminpowderjeera,blackpepperpowder,redchillipowder,hee,corianderdhanialeaves,salt"
170,"soojisemolinarava,curddahiyogurt,onionpowder,reenbellpeppercapsicum,corianderdhanialeaves,greenchilli,blackpepperpowder,salt,sunfloweroil"
171,"kashmiridryredchillies,methiseedsfenugreekseeds,garlic,shallots,cuminseedsjeera,turmericpowderhaldi,vinegar,water,potatoesaloo,salt,sunfloweroil,mustardseeds,curryleaves,water,sugar"
172,"pointedourdparval,potatoesaloo,methiseedsfenugreekseeds,cuminseedsjeera,fennelseedssaunf,cloveslaung,inchcinnamonstickdalchini,dryredchilli,inchinger,freshcoconut,poppyseeds,redchillipowder,turmericpowderhaldi,greenchillies,sugar,salt,mustardoil"
173,"potatoesaloo,lotusstem,homemadetomatopuree,cuminseedsjeera,asafoetidahing,corianderpowderdhania,turmericpowderhaldi,redchillipowder,arammasalapowder,salt,sunfloweroil,spricorianderdhanialeaves,onions,garlic,inchinger,greenchillies"
174,"wholewheatbrownbread,tomatoes,cucumber,salt,blackpepperpowder,chaatmasalapowder,butter,reenchutneycoriandermint,tomatoketchup"
175,"instantoatsoatmeal,wheatflakescereal,pinenuts,pumpkinseeds,dates,driedraspberries,raisins,badamalmond,walnuts,cinnamonpowderdalchini,nutmepowder,vanillaextract,sunfloweroil,honey"
176,"smallbrinjalbainganeggplant,mustardreens,onion,clovesarlic,inchinger,cuminseedsjeera,redchillipowder,corianderpowderdhania,arammasalapowder,amchurdrymangopowder,salt,mustardoil"
177,"elephantyamsuransenairatalu,freshcoconut,mustardseeds,curryleaves,asafoetidahing,mustardseeds,redchillipowder,corianderpowderdhania,turmericpowderhaldi,sambarpowder,salt,sunfloweroil"
178,"rice,tomatoes,onion,redchillipowder,greenchilli,mintleavespudina,corianderdhanialeaves,cinnamonstickdalchini,cloveslaung,spricurryleaves,hee,salt,inchinger,clovesarlic,fennelseedssaunf"
179,"cuminseedsjeera,cinnamonstickdalchini,dryingerpowder,turmericpowderhaldi,redchillipowder,corianderdhaniaseeds,fennelseedssaunf,wholeblackpeppercorns,clovesarlic,cardamomelaichipodsseeds,macejavitri,jasminerice,coconutmilk,salt,coconutoil,onion,redbellpeppercapsicum,gawarphalikothavarangaiclusterbeans,inchinger,stalkslemongrass,clovesarlic,lemonjuice,jaggery,salt,thaibasilleaves"
180,"okraokra,oil,onion,tomato,inger,garlic,cuminseeds,asafoetida,salt,cottagecheese,corianderpowder,mangopowder,redchillipowder,turmericpowder,salt"
181,"woodapplebaelfruit,jaggery,blacksaltkalanamak,cuminpowderjeera,lemonjuice,mintleavespudina,water,icecubes"
182,"mangoripe,sugar,saffronstrands,cinnamonpowderdalchini"
183,"gawarphalikothavarangaiclusterbeans,inchinger,clovesarlic,greenchillies,roastedpeanutsmoongphali,corianderdhaniaseeds,cuminseedsjeera,tamarind,salt,mustardseeds,whiteuraddal,asafoetidahing"
184,"kataifidough,butter,sugar,rosewater,sugar,water,lemonjuice,rosewater,saffronstrands,paneerhomemadecottagecheese,mangopulppuree,icinsugar,thandaimasala,heavywhippincream,freshcream,pistachios,driedrosepetals"
185,"wholewheatbrownbread,milk,khoyamawa,sugar,badamalmond,ghee"
186,"brinjalbainganeggplant,onion,cuminseedsjeera,mustardseeds,inchinger,clovesarlic,turmericpowderhaldi,corianderpowderdhania,redchillipowder,amchurdrymangopowder,tomato,salt,corianderdhanialeaves,redchillipowder,mustardseeds,cuminseedsjeera,fennelseedssaunf,kalonjionionnigellaseeds,ajwaincaromseeds,methiseedsfenugreekseeds,dryredchillies,sunfloweroil"
187,"snakeourdpudulangai,curddahiyogurt,freshcoconut,sunfloweroil,turmericpowderhaldi,salt,dryredchilli,cuminseedsjeera,mustardseeds,sunfloweroil,asafoetidahing"
188,"karelabitterourdpavakkai,corianderpowderdhania,redchillipowder,asafoetidahing,ramflourbesan,blacksaltkalanamak,sunfloweroil,huncurdgreekyogurt,chaatmasalapowder,sweetchutneydatetamarind,sev,aloobhujia,dates,corianderdhanialeaves"
189,"potatoesaloo,tomatoes,inger,greenchillies,kasurimethidriedfenugreekleaves,fennelseedssaunf,cuminseedsjeera,methiseedsfenugreekseeds,corianderpowderdhania,redchillipowder,cuminpowderjeera,turmericpowderhaldi,arammasalapowder,amchurdrymangopowder,hee,salt"
190,"mothsproutsmatki,whiteuraddal,greenchillies,fennelseedssaunf,inchinger,spinachleavespalak,salt,turmericpowderhaldi,sunfloweroil"
191,"bananaflowervazhaipoo,coconutmilk,coconutmilk,rice,chanadalbengalramdal,onion,cardamomelaichipodsseeds,sugar,salt,water"
192,"wholewheatflour,salt,hee,lukewarmwater,castersugar,water,sunfloweroil"
193,"chanadalbengalramdal,onion,clovesarlic,greenchillies,ajwaincaromseeds,corianderdhanialeaves,salt"
194,"babypotatoes,dryredchillies,sesameseedstilseeds,cuminseedsjeera,fennelseedssaunf,asafoetidahing,turmericpowderhaldi,kashmiriredchillipowder,redchilliflakes,amchurdrymangopowder,corianderdhanialeaves,sunfloweroil,salt"
195,"bhindiladyfingerokra,pearlonionssambaronions,freshcoconut,greenchillies,spricurryleaves,mustardseeds,turmericpowderhaldi,salt,sunfloweroil"
196,"kabulichanawhitechickpeas,potatoesaloo,onion,tomato,greenchilli,ingerarlicpaste,redchillipowder,turmericpowderhaldi,corianderpowderdhania,arammasalapowder,amchurdrymangopowder,cuminseedsjeera,spricorianderdhanialeaves,inchinger,sunfloweroil,salt"
197,"chickenthighs,onion,clovesarlic,inchinger,tomatoes,corianderdhanialeaves,greenchillies,kasurimethidriedfenugreekleaves,turmericpowderhaldi,kashmiriredchillipowder,arammasalapowder,corianderpowderdhania,sunfloweroil,salt"
198,"amlanellikaiooseberry,methiseedsfenugreekseeds,mustardseeds,mustardoil,redchillipowder,asafoetidahing,salt"
199,"brinjal,mustard,onion,clovesarlic,inchinger,cumin,redchilipowder,corianderpowder,arammasalapowder,mangopowder,salt,mustardoil"
200,"colocasiarootarbi,greenchilli,cuminpowderjeera,corianderpowderdhania,redchillipowder,turmericpowderhaldi,arammasalapowder,amchurdrymangopowder,salt,spricorianderdhanialeaves,wholewheatflour,sunfloweroil,salt"
201,"tomatoes,spricurryleaves,greenchillies,turmericpowder,sprigreencoriander,salt,sugar"
202,"undebirdlime,methiseedsfenugreekseeds,sunfloweroil,water,cuminseedsjeera,asafoetidahing,fennelseedssaunf,mustardseeds,turmericpowderhaldi,redchillipowder,amchurdrymangopowder,corianderdhanialeaves"
203,"jackfruitrawkathal,onion,clovesarlic,inchinger,cuminpowderjeera,blackpepperpowder,cinnamonpowderdalchini,paprikapowder,turmericpowderhaldi,salt,rajmalargekidneybeans,onion,tomato,clovesarlic,cuminpowderjeera,redchillipowder,blackpepperpowder,sugar,salt,cookedrice,driedthymeleaves,paprikapowder,salt,redbellpeppercapsicum,yellowbellpeppercapsicum,reenbellpeppercapsicum,onion,paprikapowder,cuminpowderjeera,saltpepper,sourcream,tomatosalsa,tortillas"
204,"chanadalbengalramdal,freshcoconut,hee,turmericpowderhaldi,salt,mustardoil,dryredchillies,cloveslaung,inchcinnamonstickdalchini,bayleaftejpatta,cuminseedsjeera,greenchillies,inchinger"
205,"reenbeans,carrots,cabbage,potatoes,clovesarlic,inchinger,onion,rice,maketomato,curd,inchcinnamon,cardamom,bayleaves,turmericpowder,redchillipowder,smallspooncorianderpowder,salt,oil,cutsprigsmintonion"
206,"wholewheatflour,purposeflourmaida,milk,activedryyeast,honey,butter,salt,water,raisins,chocolatechips,butter,orangezestrind,sugar"
207,"babycorn,wholewheatbreadcrumbs,cornflour,extravirginoliveoil,vinegar,potatoaloo,corianderdhanialeaves,pizzaseasoning,arlic,redchillipowder,reenchillipaste,inger,salt,sunfloweroil"
208,"bajraflourpearlmillet,wholewheatflour,turmericpowderhaldi,blackpepperpowder,inchinger,greenchilli,spricorianderdhanialeaves,sunfloweroil"
209,"cashewnuts,badamalmond,sugar,water,cardamompowderelaichi,ghee"
210,"spaghettipasta,spinach,clovesarlic,lemonzest,salt,extravirginoliveoil,parmesancheese"
211,"buttonmushrooms,potatoaloo,onion,greenchilli,inchinger,salt,sunfloweroil,purposeflourmaida"
212,"tomatoes,sprigscurryleaves,greenchillies,turmericpowderhaldi,spricorianderdhanialeaves,salt,sugar"
213,"wholewheatflour,instantoatsoatmeal,extravirginoliveoil,salt,ajwaincaromseeds,water,reenpeasmatar,greenchilli,spricorianderdhanialeaves,amchurdrymangopowder,chaatmasalapowder,redchillipowder,salt"
214,"wholewheatbrownbread,carrotgajjar,reenpeasmatar,clovesarlic,greenchillies,blackpepperpowder,chaatmasalapowder,cheese,salt"
215,"smallonions,redchilipowder,turmericpowder,mangopowder,corianderpowder,salt,clovesarlic,inchinger,spricoriander"
216,"panipuris,potatoaloo,reenmoonsprouts,salt,cuminpowderjeera,chaatmasalapowder,redchillipowder,mango,mintleavespudina,cuminpowderjeera,blacksaltkalanamak,blackpepperpowder,sugar"
217,"quinoa,water,extravirginoliveoil,mustardseeds,cuminseedsjeera,whiteuraddal,chanadalbengalramdal,curryleaves,greenchillies,shallot,tomato,carrotgajjar,delmontewholecornkernels,reenpeasmatar,greenbeansfrenchbeans,corianderpowderdhania,arammasalapowder,salt,corianderdhanialeaves"
218,"apricots,wholewheatflour,brownsugardemerarasugar,butter,cinnamonpowderdalchini,sugar,pecans,wholewheatflour,butter,cocoapowder,darkchocolate,brownsugardemerarasugar,coffeedecoction,wholeeggs,vanillaextract,sourcream,bakinpowder,bakinsoda"
219,"basellamalabarspinach,redchillipowder,turmericpowderhaldi,salt,ramflourbesan,cornflour,cuminseedsjeera,enosfruitsalt,redchillipowder,sunfloweroil,water,sunfloweroil,tomatoketchup"
220,"freshfigs,lemonjuice,lemonzest,redchilliflakes,honey,brownsugardemerarasugar"
221,"aampapadsundriedmango,mintleavespudina,corianderdhanialeaves,greenchillies,sugar,salt,hotwater"
222,"carrotsgajjar,reenbeansfrenchbeans,cauliflowergobi,potatoesaloo,tofu,onions,greenchillies,ingerarlicpaste,turmericpowderhaldi,redchillipowder,cardamomelaichipodsseeds,blackcardamombadielaichi,cloveslaung,inchinger,coconutyogurt,coconutmilk,mintleavespudina,saffronstrands,ediblesilverfoilleafchandikavark,pineapple,raisins,cashewnuts,badamalmond,pistachios,arammasalapowder,coconutoil,poppyseeds,cashewnuts,badamalmond"
223,"brokenwheatdaliaodumairava,bajraseeds,jowarseeds,chanadalbengalramdal,masoordal,rice,clovesarlic,inchinger,greenchilli,sprigscurryleaves,corianderdhanialeaves,cuminpowderjeera,redchillipowder,turmericpowderhaldi,arammasalapowder,asafoetidahing,sunfloweroil,onions,lemonjuice,salt"
224,"chanadalbengalramdal,dryredchillies,fennelseedssaunf,salt,sunfloweroil,onion,tomato,greenchillies,clovesarlic,corianderpowderdhania,redchillipowder,cinnamonstickdalchini,bayleaftejpatta,cardamomelaichipodsseeds,fennelseedssaunf,spricurryleaves,corianderdhanialeaves,sunfloweroil,salt,freshcoconut,poppyseeds,fennelseedssaunf,cashewnuts,roastedramdalpottukadalai"
225,"yogurt,banana,pomegranate,redchilipowder,sugar,cuminpowder,dijonmustard,salt"
226,"babypotatoes,cuminpowderjeera,blackpepperpowder,arammasalapowder,lemonjuice,sesameseedstilseeds,hee,rocksalt,corianderdhanialeaves,inchinger,greenchilli"
227,"rawbanana,mustardseeds,whiteuraddal,spricurryleaves,onion,greenchilli,inger,freshcoconut,sunfloweroil,salt"
228,"potatoaloo,greenchilli,gramspaghettipasta,inchinger,lemonjuice,sprigscorianderdhanialeaves,friedbreadcubescroutons,extravirginoliveoil,saltpepper"
229,"oil,cuminseeds,asafoetida,onion,greenchillies,greenonions,ramflour,greencoriander,redchillipowder,turmericpowder,salt"
230,"bhindiladyfingerokra,tomato,pearlonionssambaronions,garlic,tamarindwater,redchillipowder,turmericpowderhaldi,asafoetidahing,corianderpowderdhania,sugar,salt,hee,mustardseeds,cuminseedsjeera,methiseedsfenugreekseeds,spricurryleaves,dryredchilli"
231,"cookedrice,corianderdhanialeaves,wholeblackpeppercorns,salt,lemonjuice,rajmalargekidneybeans,homemadetomatopuree,onion,clovesarlic,cuminseedsjeera,chipotlechilliespeppers,sunfloweroil,salt,redbellpeppercapsicum,greenbellpeppercapsicum,yellowbellpeppercapsicum,onion,clovesarlic,driedoregano,redchilliflakes,salt,extravirginoliveoil,delmontewholecornkernels,onion,tomato,corianderdhanialeaves,lemonjuice,redchilliflakes,salt,cheddarcheese,lettuceleaves,blackolives,guacamole"
232,"bhindiladyfingerokra,onion,inchinger,curddahiyogurt,ramflourbesan,arammasalapowder,turmericpowderhaldi,redchillipowder,salt,caramelizedonions,sunfloweroil,hee,cuminseedsjeera,dryredchillies,corianderdhanialeaves"
233,"cheese,spinach,greenchillies,onion,tomato,clovesarlic,smallcumin,redchillipowder,arammasalapowder,mangopowder,butter,salt,oil"
234,"almonds,hee,milk,wheatflour,sugar,saffron,almond"
235,"carrotgajjar,reenbeansfrenchbeans,tofu,redbellpeppercapsicum,reenbellpeppercapsicum,inchinger,clovesarlic,dryredchillies,soysauce,chillivinegar,redchillisauce,sugar,vegetablestock,cornflour,sunfloweroil,saltpepper"
236,"badamalmond,hee,milk,wholewheatflour,sugar,saffronstrands,sliveredalmondsbadam"
237,"tendercoconutwater,freshcream,sugar,tendercoconutmeat,condensedmilk,honey,icecreamcone"
238,"milk,whitevinegar,sugar,milkpowder,condensedmilk,cardamomelaichipodsseeds,hee,pistachios,saffronstrands,yellowfoodcolour"
239,"curddahiyogurt,carrotgajjar,orange,walnuts,cashewnuts,salt,cuminpowderjeera,raitamasala"
240,"heavywhippincream,instantcoffeepowder,darkchocolate,butter,cocoapowder"
241,"ragiflourfingermilletnagli,water,salt,sunfloweroil,ghee,riceflour"
242,"malabarspinachleaves,kadduparangikaipumpkin,moolimullangiradish,potatoaloo,brinjalbainganeggplant,panchphoranmasala,dryredchillies,mustardoil,cuminpowderjeera,salt,sugar,turmericpowderhaldi"
243,"potatoaloo,lemonjuice,onion,clovesarlic,wholeegg,purposeflourmaida,wholewheatbreadcrumbs,parsleyleaves,sprichives,saltpepper,peanutoil"
244,"bambooshoots,buttonmushrooms,sprinonionbulbreens,redyellowandreenbellpepperscapsicum,extravirginoliveoil,redchilliflakes,salt"
245,"redmattarice,freshcoconut,water,salt"
246,"sunfloweroil,potatoaloo,inger,greenchilli,sesameseedstilseeds,redchillipowder,cuminpowderjeera,corianderpowderdhania,salt,arammasalapowder,sweetchutneydatetamarind,corianderdhanialeaves"
247,"idlidosabatter,rice,pohaflattenedrice,buttermilk,cookinsoda,butter,beetroot,curryleaves,reenchillipaste,salt,sesamegingellyoil"
248,"paneerhomemadecottagecheesecut,greenchilli,inger,raisins,cashewnuts,badamalmond,pistachios,turmericpowderhaldi,ramflourbesan,salt,cardamompowderelaichi,sunfloweroil,bayleaftejpatta,cardamomelaichipodsseeds,cinnamonstickdalchini,cloveslaung,macejavitri,staranise,homemadetomatopuree,inchinger,clovesarlic,onion,corianderpowderdhania,redchillipowder,turmericpowderhaldi,cashewnuts,curddahiyogurt,salt,kasurimethidriedfenugreekleaves,honey,freshcream"
249,"purposeflourmaida,sunfloweroil,cabbagepattaobimuttaikose,reenpeasmatar,sprisprinonionbulbreens,soysauce,redchillisauce,honey,salt,sesamegingellyoil,redchillisauce,sesameseedstilseeds,soysauce,water,brownsugardemerarasugar,inchcinnamonstickdalchini,staranise,inchinger"
250,"babypotatoes,sunfloweroil,dryredchilli,cuminseedsjeera,spricurryleaves,corianderpowderdhania,turmericpowderhaldi,cuminpowderjeera,redchillipowder,arammasalapowder,amchurdrymangopowder,salt,lemonjuice,corianderdhanialeaves"
251,"wholewheatflour,barleyflour,butter,castersugar,wholeeggs,bakinpowder,salt,instantcoffeepowder,lukewarmwater"
252,"chicken,onion,tomato,spricurryleaves,ingerarlicpaste,turmericpowderhaldi,cuminpowderjeera,fennelpowder,corianderpowderdhania,blackpepperpowder,salt,sunfloweroil,water,corianderdhanialeaves"
253,"arhardaltoordal,yellowmoondal,spinachleavespalak,pearlonionssambaronions,greenchillies,turmericpowderhaldi,tamarindwater,salt,mustardseeds,clovesarlic,spricurryleaves,dryredchillies,sunfloweroil"
254,"darkchocolate,spriextractnaturalbourbonvanilla,egyolks,egwhites,castersugar,freshcream"
