TranslatedRecipeName,TranslatedIngredients
Stuffed Onion Vegetable Recipe - Bharwa Pyaz Ki Sabzi Recipe,"small onions,red chili powder,mango powder,sprig coriander"
Aam Panna Pani Puri Recipe,"pani puris,green moong sprouts,chaat masala powder,black pepper powder,potato,cumin powder,mango,mint leaves,cumin powder,black salt"
Whole Wheat Espresso Chocolate Streusel Cake Recipe,"apricots,whole wheat flour,pecans,whole wheat flour,cocoa powder,dark chocolate,coffee decoction,whole eggs,vanilla extract,sour cream,baking powder,baking soda,brown sugar,butter,cinnamon powder,butter,brown sugar"
Basella Fritters Recipe - Malabar Spinach Fritters,"corn flour,enos fruit salt,tomato ketchup,basella,gram flour"
Fig Honey & Paprika Preserve Recipe,"fresh figs,lemon juice,lemon zest,red chilli flakes,honey,brown sugar"
Himachali Dry Raw Mango Chutney Recipe,"hot water,aam papad,mint leaves"
Vegan Navratan Korma Recipe,"tofu,ginger garlic paste,coconut yogurt,coconut milk,saffron strands,pineapple,raisins,cashew nuts,pistachios,garam masala powder,coconut oil,poppy seeds,cashew nuts,carrots,green beans,cauliflower,potatoes,cardamom,black cardamom,cloves,mint leaves,edible silver foil,badam,badam"
Lentils and Mixed Grains Khichda Recipe,"jowar seeds,rice,sprigs curry leaves,garam masala powder,lemon juice,broken wheat,bajra,chana dal,masoor dal,cumin powder"
Chettinad Pakora Curry Recipe,"sprig curry leaves,fresh coconut,poppy seeds,cashew nuts,chana dal,fennel seeds,cinnamon stick,bay leaf,cardamom,fennel seeds,fennel seeds,roasted gram dal"
Banana Pomegranate Raita Recipe - Kela Anar Raita,"yogurt,banana,pomegranate,red chili powder,cumin powder,dijon mustard"
Case Podimas Recipe (South Indian Style Blindine Mash),"raw banana,white urad dal,sprig curry leaves,ginger,fresh coconut"
Baked Potato-Spaghetti Rolls Recipe,"gram spaghetti pasta,lemon juice,extra virgin olive oil,salt pepper,potato,sprigs coriander,fried bread cubes"
Rajasthani Ghasela recipe - Besan Ka Pitta (Recipe in Hindi),"oil,green onions,gram flour,green coriander"
Andhra Style Bendakaya Charu Recipe - Ladies Finger Rasam,"garlic,tamarind water,sprig curry leaves,bhindi,pearl onions,methi seeds"
Palak Paneer Bhurji Recipe - Palak Paneer Bhurji Recipe,"cheese,spinach,small cumin,garam masala powder,mango powder,butter,oil"
Badam Halwa Recipe,"almonds,milk,wheat flour,saffron,almond"
Sweet & Spicy Vegetable Hong Kong Style Recipe,"tofu,soy sauce,chilli vinegar,red chilli sauce,vegetable stock,corn flour,salt pepper,carrot,green beans,red bell pepper,green bell pepper"
Badam Halwa Recipe,"milk,whole wheat flour,saffron strands,slivered almonds"
Tender Coconut Ice Cream Recipe,"tender coconut water,fresh cream,tender coconut meat,condensed milk,honey,ice cream cone"
Milk Powder Chena Burfi Recipe,"milk,white vinegar,milk powder,condensed milk,pistachios,saffron strands,yellow food colour,cardamom"
Carrot Orange Walnut Raita (Fruity Nutty Yogurt) Recipe,"orange,walnuts,cashew nuts,raita masala,curd,carrot,cumin powder"
Coffee Chocolate Truffles Recipe,"heavy whipping cream,instant coffee powder,dark chocolate,cocoa powder,butter"
Karnataka Style Ragi Ujju Rotti Recipe,"rice flour,ragi flour"
Pui Shaker Chorchori Recipe - Mixed Vegetable Curry With Malabar Spinach,"malabar spinach leaves,panch phoran masala,mustard oil,kaddu,mooli,potato,brinjal,cumin powder"
Potato Pancakes Recipe,"lemon juice,whole egg,whole wheat bread crumbs,parsley leaves,sprig chives,salt pepper,peanut oil,potato,purpose flour"
Bamboo Shoot Stir Fry Recipe,"bamboo shoots,button mushrooms,extra virgin olive oil,red chilli flakes,spring onion,bulb  greens,red yellow green bell peppers"
Udupi Style Red Parboiled Rice Sevai Recipe (Red Rice Vermicelli),"red matta rice,fresh coconut"
Till Wale Aloo Recipe - Sesame Potato Sabzi,"ginger,garam masala powder,potato,sesame seeds,cumin powder,sweet chutney,date  tamarind"
Beetroot Loni Sponge Dosa Recipe,"idli dosa batter,rice,buttermilk,cooking soda,butter,beetroot,curry leaves,green chilli paste,poha,sesame"
Spicy Baby Potatoes Recipe,"baby potatoes,sprig curry leaves,garam masala powder,lemon juice,cumin powder,amchur"
Barley Whole Wheat Coffee Marble Cake Recipe,"whole wheat flour,barley flour,caster sugar,whole eggs,baking powder,instant coffee powder,lukewarm water,butter"
Andhra Style Lettuce Pulp Recipe (Spinach Dal Recipe),"yellow moong dal,tamarind water,sprig curry leaves,arhar dal,spinach leaves,pearl onions"
Rich Dark Chocolate Mousse Recipe,"dark chocolate,sprig extract natural bourbon vanilla,egg yolks,egg whites,caster sugar,fresh cream"
Hunase Gojju Recipe - Hunase Gojju Recipe,"tamarind paste,jaggery,rasam powder,oil,fenugreek seeds,curry leaves,mustard"
Broccoli Corn & Barley Soup Recipe,"broccoli,sweet corn,rocket leaves,extra virgin olive oil,basil leaves,fresh thyme leaves,red chilli flakes,black pepper powder,corn flour,sour cream,barley,green peas,green beans,carrots"
Spirulina and Mint Basil Pesto Pasta Recipe,"basil leaves,spirulina,tofu,black pepper powder,extra virgin olive oil,pasta,green zucchini,red chilli flakes,dried oregano,mint leaves,badam,yellow bell pepper"
Goan Style Sando Recipe (Steamed Rice Cakes Filled With Sweet Coconut),"red matta rice,basmati rice,white urad dal,coconut milk,active dry yeast,fresh coconut,jaggery,cardamom"
"Til Moongphali Aur Kundru Sabzi Recipe - Sesame, Peanuts And Ivy Gourd Stir Fry","sprig curry leaves,tindora,raw peanuts,sesame seeds"
Asian Style Honey Soy Sticky Chicken Recipe,"chicken,soy sauce,. honey,vinegar,garlic,ginger,black pepper powder,sesame,sesame seeds"
Kaigari Pirattal Recipe (Chettinad Style Mixed Vegetables),"sprig curry leaves,fresh coconut,cauliflower,green beans,french beans  cut one,carrots,potatoes,fennel seeds"
Pomegranate Frozen Margarita Recipe,"pomegranate juice,fresh orange juice,lemon juice,ice cubes,fresh pomegranate fruit kernels,pomegranate juice,lemon juice,tequila,triple sec,fresh pomegranate fruit kernels,ice cubes"
Chinese Egg Fried Rice Recipe With Oats,"brown rice,rolled oats instant oats,whole eggs,spring onion greens,salt pepper,carrots,green beans,cabbage"
Matar Besan and Paneer Cheela Recipe - Matar Besan and Paneer Cheela Recipe,"green peas,gram flour,cheese,ginger,cumin powder,oil"
Leftover Roti Cutlet Recipe,"phulka,sweet corn,black pepper powder,red chilli flakes,lemon juice,whole wheat bread crumbs,corn flour,potato,carrot,amchur"
Flourless Orange Cake With Cream Cheese Frosting Recipe,"oranges,whole eggs,caster sugar,baking powder,britannia cream cheese,heavy whipping cream,fresh orange juice,icing sugar,orange zest,almond meal,hazelnut meal"
Spicy Paneer Bhurji Pav Sandwich Recipe - Breakfast Recipe,"ginger,pav buns,paneer"
Asian Style Baby Corn With Sesame Seeds and Peanut Sauce Recipe,"baby corn,tofu,corn flour,rice flour,light soy sauce,garlic,. fresh red chilli,rice vinegar,honey,garlic,fresh orange juice,orange marmalade jam,corn flour,paprika powder,red yellow green bell peppers,raw peanuts,spring onion,bulb  greens,sesame seeds"
Papaya and Carrot Halwa Recipe,"papaya,milk,saffron strands,carrot,cardamom powder,badam"
Phalguni Dal (Recipe),"lentils,green peas,mustard,fenugreek seeds,aniseed,kalonji seeds,garam masala powder,mustard oil,asafetida"
Sprouted Moong And Onion Fritters Recipe,"rice flour,green moong sprouts,ginger,garam masala powder,lemon juice,gram flour"
Gawar Phali Masala Sabzi Recipe - Cluster Beans Gravy Sabzi,"jaggery,mustard oil,gawar phali,ajwain,ssp asafoetida,raw peanuts"
Corn only quiche recipe,"sweet corn,garam masala powder,chaat masala powder,purpose flour,ajwain,green peas,fennel seeds"
Lacha Onion Recipe - Masala Pickled Onions,"lemon,chaat masala powder,lemon,black salt"
Masala Cornflakes Chicken Recipe,"boneless chicken,garam masala powder,ginger garlic paste,corn flakes,whole eggs"
Tofu Bhurji Recipe - Spicy Scrambled Tofu,"tofu,black pepper powder,red bell pepper,sprig coriander"
Stuffed Radish Paneer Paratha Recipe,"whole wheat flour,mooli,paneer,cumin powder,cumin powder"
Orange Peppermint Green Tea Punch Recipe,"fresh orange juice,ginger,tea monk seiki peppermint green tea,chilled water"
Zucchini Tater Tots Recipe - A Delicious Party Appetizer,"green zucchini,red chilli flakes,dried oregano,dried thyme leaves,black pepper powder,cheddar cheese,whole wheat bread crumbs,potatoes"
Gujarati Methi Na Dhebra Recipe,"whole wheat flour,bajra flour,jowar flour,methi leaves,sesame seeds,curd"
Rajasthani Gatte Ki Sabzi Recipe With Onion & Garlic,"gram flour,ajwain,curd,gram flour,curd,bay leaf,cloves,inch cinnamon stick,sprig coriander"
Bengali Aloo Potol er Dalna Recipe - A Traditional Vegetable Side Dish,"garam masala powder,kashmiri red chilli powder,pointed gourd,potatoes,bay leaves,inch cinnamon stick,cloves,cardamom"
Egg Sholay Kebab Recipe,"whole eggs,sprig curry leaves,rice flour,kashmiri red chilli powder,sambar powder,garam masala powder,garam masala powder,gram flour,purpose flour,cumin powder"
One Pot Methi Mushroom Brown Rice Pulao Recipe,"brown rice,button mushrooms,ginger garlic paste,methi leaves,bay leaf,inch cinnamon stick,cloves"
Egg and Bread Fried Rice Recipe,"basmati rice,whole eggs,whole wheat brown bread,ginger garlic paste,whole black peppercorns,sambar powder,inch cinnamon stick,cloves"
Andhra Style Stuffed Boils Recipe (Crispy Tapioke Snack),"rice flour,sprig curry leaves,sabudana,hung curd"
Andhra Style Palakura Vepudu Recipe - Spinach Stir Fry Recipe,"spinach,sprig curry leaves,cumin powder"
Papaya Orange Pomegranate Salad Recipe With Roasted Peanuts,"papaya,fresh pomegranate fruit kernels,oranges,cucumber,honey,salt pepper,lemon juice,chaat masala powder,roasted peanuts"
Paka Kela Ki Sabzi Recipe | Paka Kela nu Shaak | Gujarati Jain Recipe,"ripe bananas,sprig curry leaves,gram flour"
Chocolate Tart Recipe,"heavy whipping cream,milk,dark chocolate,whole eggs,purpose flour,butter"
Navrang dal recipe - Navrang Dal (Recipe),"green moong dal,white urad dal,kali urad dal,masoor dal,masoor dal,rajma,kabuli chana,yellow moong dal,arhar dal,ginger garlic paste,green chili,garam masala powder,kasoori methi,dal sugar"
Green Moong Dal Sundal Recipe - Green Moong Dal Sundal Recipe,"sesame oil,rye,cumin,sprig curry leaves,coconut,sprouted moong,lemon juice,sprig coriander"
Chow Chow Sambar Recipe - Chow-Chow Sambar,"arhar dal,chow chow,tamarind,sambar powder,sprigs coriander,oil,sesame oil,mustard,red chili,sprig curry leaves"
Tamil Nadu Style White Paniyaram Recipe - Semi Sweet Rice & Dal Printers,"rice,milk,black urad dal"
Thulli Recipe (Broken Wheat Halwa),"cashew nuts,milk,saffron strands,broken wheat,fennel seeds,cardamom powder"
Gulkand Chai Recipe - A Delicious Rose Flavored Indian Tea,"tea leaves,milk,gulkand"
Chak-Hao Amubi Recipe (Black Rice Pudding),"black rice,milk,cashew nuts,raisins,cardamom powder"
Four Cheese and Spinach Stuffed Mushrooms Recipe,"button mushrooms,extra virgin olive oil,garlic,white pepper powder,parsley leaves,basil leaves,black pepper powder,garlic powder,parmesan cheese,mascarpone cheese,britannia cream cheese,spinach leaves,mozzarella cheese  shredded,part"
Roasted Vegetable Pasta Primavera Recipe,"button mushrooms,extra virgin olive oil,garlic,white pepper powder,parsley leaves,basil leaves,black pepper powder,garlic powder,parmesan cheese,mascarpone cheese,britannia cream cheese,spinach leaves,mozzarella cheese  shredded,part"
Stuffed Tomato With Stir-Fried Quinoa And Feta Recipe,"quinoa,cheddar cheese,feta cheese,black pepper powder,red bell pepper,yellow bell pepper"
Kabuli Chana Sundal Recipe - Chickpea Sundal Recipe,"black gram,oil,rye,spoon coconut"
Spinach And Corn Sandwich Recipe Flavored With Sandwich Spread,"whole wheat brown bread,sweet corn,del monte sandwich spread,butter,spinach leaves"
Cold Potato Salad With Cilantro Dressing Recipe,"baby potatoes,mustard sauce,apple cider vinegar,extra virgin olive oil,red chilli flakes,hung curd"
No Onion No Garlic Lobia Masala Recipe In Electric Pressure Cooker,"sprig curry leaves,tamarind paste,jaggery,black eyed beans,gram flour"
Instant Puliodarai Powder Recipe (Puliogare / Pulihora Powder),"tamarind,jaggery,white urad dal,whole black peppercorns,flax seeds,sunflower seeds,melon seeds,curry leaves,chana dal,sesame seeds,methi seeds,sesame,raw peanuts,sesame"
Vendakka Stew Recipe (Kerala Style Okra Stew),"coconut milk,ginger,sprig curry leaves,coconut oil,bhindi"
Party Sev Puri Recipe Filled With Potato & Pomegranate Mint Mayo,"del monte mint mayo,lemon,papdi puris,sev,potatoes,anardana powder,black salt"
Rava Chakli Recipe - Karnataka Style With Rava & Rice Flour,"chiroti rava,rice flour,butter,ajwain"
Roasted Chickpeas Recipe,"cajun spice mix,garam masala powder,red chilli flakes,dried oregano,extra virgin olive oil,garlic,kabuli chana"
Carrot Chutney Recipe,"jaggery,curry leaves,carrots"
For Chikki Recipe - Healthy Sesame Bars,"jaggery,sesame seeds"
Chocolate Glazed Coconut Macaroons Recipe,"sweetened coconut flakes,condensed milk,vanilla extract,egg whites,chocolate bar"
Sookhi Moong Palak Dal Recipe (Whole Green Moong Gram with Spinach),"mustard oil,green moong dal,spinach leaves"
Coconut Chocolate Balls Recipe,"dessicated coconut,condensed milk,milk chocolate"
Kerala Style Pacha Mango Avial Recipe,"fresh coconut,ginger,sprig curry leaves,coconut oil,carrot,brinjal,potato,elephant yam,green beans,mango,pearl onions"
Stuffed Palak Paneer Paratha,"whole wheat flour,nutralite classic spread,paneer,spinach leaves,kasuri methi,amchur,cumin powder"
Meen Vevichathu Recipe - Kottayam Style Fish Curry,"seer fish,aachi fish masala,fresh coconut,coconut oil,sprig curry leaves,sambar powder,sprig coriander,inch cinnamon stick,cloves,kokum,pearl onions"
Masoor Dal Gassi Recipe - Masoor Dal Gassi Recipe,"masoor dal,coconut,tamarind,coriander seeds,mustard,curry leaves"
Green Chilli Chicken Fry Recipe - Green Chilli Chicken Fry Recipe,"chicken,green coriander,long,inch cinnamon,lemon,oil"
Tofu and Chickpea Patty Recipe (Cutlets),"tofu,whole wheat bread crumbs,chaat masala powder,extra virgin olive oil,cumin powder,kala chana"
Paneer In Coconut Gravy Recipe,"garam masala powder,butter,fresh coconut,paneer"
Keerai Masiyal Recipe,"spinach,amaranth leaves,mustard,white urad dal,sprig curry leaves,asafetida"
Thai Som Tum Recipe (Thai Green Papaya Salad),"cherry tomatoes,dried shrimps,fresh red chillies,fish sauce,papaya,lemon juice,palm sugar,green beans,roasted peanuts"
Desiccated Coconut Coriander Chutney Recipe,"lemon juice,dessicated coconut"
Quick Masala French Toast Recipe,"whole wheat brown bread,whole eggs,milk,red chilli flakes,black pepper powder,sprig coriander"
Kerala Style Tapioca with Coconut Curd Chutney Recipe,"tapioca root,fresh coconut,shallots,hung curd"
Matcha Cookies Recipe,"butter,caster sugar,matcha powder,vanilla extract,butter,purpose flour"
Chunky Cucumber Salsa Recipe,"cucumbers,red onion,pickled jalapenos,whole black peppercorns,lemon juice,spring onion greens"
Grilled Eggplant With Tahini and Yogurt Dip Recipe,"tzatziki,tahini,sun dried tomatoes,pomegranate sauce,salt pepper,extra virgin olive oil,brinjal,sprig mint leaves"
Potato Paneer Curry Without Onion And Garlic Recipe (Vrat Wale Aloo Paneer),"potatoes,paneer,cumin powder"
Fansi Muthia Nu Shaak Recipe - Green Beans With Gram Flour Dumplings,"jaggery,enos fruit salt,lemon juice,green beans,ajwain,ssp asafoetida,amchur,gram flour,kasuri methi,ssp asafoetida"
Kerala Style Appam Recipe - Kerala Style Appam Recipe,"rice,rice,coconut,active dry yeast"
Kashmiri Style Shab Deg Recipe-Mutton Kofta and Turnip Curry,"turnips,poppy seeds,mutton,kashmiri red chilli powder,ginger garlic paste,poppy seeds,mutton,fennel powder,fresh cream,ginger garlic paste,kashmiri red chilli powder,garam masala powder,saffron strands,milk,whole wheat flour,badam,gram flour,badam,curd,ajwain,cloves,cardamom"
Sour Sweet Petha Recipe (Yellow Pumpkin Vegetable),"whole black peppercorns,kaddu,fennel seeds,amchur"
Macher Chop Recipe (Bengali Style Fish Croquettes),"fish fillet,ginger,ginger,garlic,garam masala powder,mustard oil,whole eggs,whole wheat bread crumbs,cumin powder,potato"
Mixed Sprouts Sabzi Recipe,"mixed sprouts,ginger garlic paste,garam masala powder,cumin powder"
Baked Muesli Tart with Strawberry Yogurt and Chia Seeds Recipe,"butter,egg white,vanilla extract,muesli,strawberries,honey,chia seeds,hung curd,greek yogurt  fat,cinnamon powder,almond meal,hung curd"
Banoffee Pie Recipe,"digestive biscuit,butter,butter,condensed milk,caster sugar,heavy whipping cream,caster sugar,dark chocolate,ripe bananas"
Himachal Style Khatta Jimikand Recipe - Spicy Tangy Yam,"kala jeera,sprig curry leaves,garam masala powder,mustard oil,elephant yam,kalonji,methi seeds,amchur"
Tulsi and Betel Leaves Rasam Recipe - Tulsi and Betel Leaves Rasam Recipe,"black pepper powder,tamarind,curry leaves,ginger,rasam powder,sprig tulsi,betel leaves,ajwain"
Prawn Ghee Roast Recipe,"prawns,whole black peppercorns,tamarind,lemon juice,methi seeds,fennel seeds,curd"
Rosemary Roasted Potatoes And Pepper Salad Recipe,"baby potatoes,extra virgin olive oil,salt pepper,rosemary,red bell pepper"
Baked Roasted Vegetable Lasagna Recipe With Low Fat Cheese & Oat Sauce,"lasagna sheets - one needs pre,extra virgin olive oil,button mushrooms,green zucchini,milk,mozzarella cheese,carrots,instant oats,paneer"
Dharwad Peda Recipe,"milk,milk,lemon juice"
Chickpea Coconut Milk Curry Recipe,"homemade tomato puree,coconut milk,garam masala powder,chaat masala powder,kabuli chana,cumin powder"
Chana Dal Chutney Recipe,"fresh coconut,sprig curry leaves,tamarind paste,roasted gram dal"
